Time,Surface Speed (m/s),GForce (g),Acceleration (m/s^2),Thrust (kN),TWR,Mass (t),Pitch (deg),Heading (deg),Roll (deg),Angle of Attack (deg),Mach number,Altitude from Terrain (m),Altitude from the Sea (m),Downrange Distance (m),Latitude (deg),Longitude (deg),Apoapsis (m),Periapsis (m),Time to Apoapsis (s),Time to Periapsis (s),Inclination (deg),Orbital Velocity (m/s),Gravity (m/s^2),Target Distance (m),Target Speed (m/s),Stage DeltaV (m/s),Vessel DeltaV (m/s),Pressure (kPa),External Temperature (K),
241.6,894.56,2.57,17.08,0,,0.08,-63.13,,-87.99,0,3.12,,16342.19,108765.17,28.60201,-81.71386,,,,,,,,,,,,10.15,954.52,
242.64,875.8,2.8,19.23,0,,0.08,-63.43,,-87.98,0,3.04,,15519.87,109178.02,28.60198,-81.71809,,,,,,,,,,,,11.61,925.12,
243.64,855.68,3,21.15,0,,0.08,-63.72,,-87.97,0,2.96,,14744.6,109562.32,28.60195,-81.72203,,,,,,,,,,,,13.16,894.39,
244.68,832.8,3.19,22.97,0,,0.08,-64.03,,-87.96,0,2.86,,13956.33,109948.01,28.60192,-81.72598,,,,,,,,,,,,14.94,861.44,
245.72,808.13,3.37,24.59,0,,0.08,-64.34,,-87.95,0,2.75,,13188.28,110318.73,28.6019,-81.72978,,,,,,,,,,,,16.87,828.33,
246.74,782.44,3.51,25.94,0,,0.08,-64.65,,-87.94,0,2.64,,12456.24,110667.2,28.60187,-81.73335,,,,,,,,,,,,18.91,796.17,
247.78,754.98,3.63,27.05,0,,0.08,-64.98,,-87.93,0,2.53,,11732.92,111006.64,28.60185,-81.73682,,,,,,,,,,,,21.14,763.94,
248.82,726.57,3.71,27.86,0,,0.08,-65.31,,-87.91,0,2.41,,11034.05,111329.73,28.60182,-81.74013,,,,,,,,,,,,23.5,732.42,
249.86,697.51,3.77,28.37,0,,0.08,-65.66,,-87.9,0,2.29,,10360.49,111636.34,28.6018,-81.74327,,,,,,,,,,,,25.99,701.62,
250.9,668.13,3.8,28.59,0,,0.08,-66.01,,-87.89,0,2.18,,9712.83,111926.45,28.60178,-81.74624,,,,,,,,,,,,28.58,671.46,
251.94,638.71,3.79,28.53,0,,0.08,-66.37,,-87.87,0,2.06,,9091.36,112200.19,28.60176,-81.74905,,,,,,,,,,,,31.27,641.82,
252.96,610.1,3.76,28.2,0,,0.08,-66.74,,-87.86,0,1.96,,8507.31,112453.03,28.60174,-81.75164,,,,,,,,,,,,33.98,613.16,
253.96,582.71,3.68,27.36,0,,0.08,-67.12,,-87.84,0,1.85,,7958.91,112686.26,28.60172,-81.75403,,,,,,,,,,,,36.7,585.68,
255,555.47,3.55,26.05,0,,0.08,-67.52,,-87.83,0,1.75,,7413.19,112914.03,28.6017,-81.75636,,,,,,,,,,,,39.58,558.28,
256.04,529.75,3.4,24.54,0,,0.08,-67.93,,-87.82,0,1.66,,6891.35,113127.53,28.60168,-81.75855,,,,,,,,,,,,42.5,532.39,
257.04,506.53,3.25,23.07,0,,0.08,-68.34,,-87.81,0,1.58,,6410.81,113320.14,28.60166,-81.76052,,,,,,,,,,,,45.35,509.01,
258.04,484.68,3.12,21.78,0,,0.08,-68.75,,-87.8,0,1.5,,5949.83,113501.08,28.60164,-81.76237,,,,,,,,,,,,48.22,487.02,
259.08,463.07,3.02,20.79,0,,0.08,-69.2,,-87.78,0,1.43,,5490.07,113677.56,28.60163,-81.76418,,,,,,,,,,,,51.24,465.31,
260.12,442.08,3,20.53,0,,0.08,-69.66,,-87.77,0,1.36,,5049.57,113842.68,28.60161,-81.76587,,,,,,,,,,,,54.27,444.33,
261.14,419.73,3.27,23.13,0,,0.08,-70.12,,-87.75,0,1.28,,4636.78,113993.66,28.6016,-81.76742,,,,,,,,,,,,57.24,422.3,
262.18,393.29,3.64,26.67,0,,0.08,-70.61,,-87.73,0,1.2,,4238.55,114135.61,28.60158,-81.76887,,,,,,,,,,,,60.23,396.24,
263.22,365.06,3.69,27.1,0,,0.08,-71.12,,-87.72,0,1.11,,3866.3,114264.67,28.60157,-81.77019,,,,,,,,,,,,63.15,367.98,
264.24,341.72,3,20.42,0,,0.08,-71.64,,-87.7,0,1.03,,3525.63,114379.36,28.60156,-81.77137,,,,,,,,,,,,65.92,343.8,
265.26,327.44,2.14,12.1,0,,0.08,-72.18,,-87.68,0,0.98,,3201.98,114484.98,28.60154,-81.77245,,,,,,,,,,,,68.65,328.64,
266.28,318.99,1.68,7.69,0,,0.08,-72.72,,-87.66,0,0.95,,2888.05,114584.17,28.60153,-81.77347,,,,,,,,,,,,71.38,319.73,
267.28,313.59,1.45,5.6,0,,0.08,-73.24,,-87.64,0,0.93,,2585.8,114676.58,28.60152,-81.77441,,,,,,,,,,,,74.1,314.1,
268.28,309.67,1.33,4.56,0,,0.08,-73.76,,-87.62,0,0.92,,2287.11,114764.96,28.60151,-81.77532,,,,,,,,,,,,76.88,310.05,
269.28,306.51,1.27,4.03,0,,0.08,-74.27,,-87.6,0,0.91,,1990.99,114849.7,28.6015,-81.77619,,,,,,,,,,,,79.71,306.84,
270.32,303.62,1.24,3.76,0,,0.08,-74.78,,-87.58,0,0.9,,1685.26,114934.26,28.60149,-81.77705,,,,,,,,,,,,82.74,303.91,
271.36,300.88,1.23,3.61,0,,0.08,-75.29,,-87.55,0,0.89,,1381.61,115015.34,28.60148,-81.77788,,,,,,,,,,,,85.83,301.17,
272.38,298.33,1.22,3.47,0,,0.08,-75.77,,-87.53,0,0.88,,1085.72,115091.62,28.60147,-81.77866,,,,,,,,,,,,88.95,298.6,
273.38,295.93,1.21,3.34,0,,0.08,-76.23,,-87.5,0,0.87,,797.43,115163.43,28.60146,-81.7794,,,,,,,,,,,,92.08,296.19,
274.42,293.55,1.2,3.22,0,,0.08,-76.7,,-87.47,0,0.86,,499.43,115235.08,28.60145,-81.78013,,,,,,,,,,,,95.41,293.79,
275.44,291.29,1.2,3.11,0,,0.08,-77.15,,-87.43,0,0.85,,208.92,115302.49,28.60144,-81.78082,,,,,,,,,,,,98.76,294.13,
