Time,Surface Speed (m/s),GForce (g),Acceleration (m/s^2),Thrust (kN),TWR,Mass (t),Pitch (deg),Heading (deg),Roll (deg),Angle of Attack (deg),Mach number,Altitude from Terrain (m),Altitude from the Sea (m),Downrange Distance (m),Latitude (deg),Longitude (deg),Apoapsis (m),Periapsis (m),Time to Apoapsis (s),Time to Periapsis (s),Inclination (deg),Orbital Velocity (m/s),Gravity (m/s^2),Target Distance (m),Target Speed (m/s),Stage DeltaV (m/s),Vessel DeltaV (m/s),Pressure (kPa),External Temperature (K),
22.26,505.31,0.56,10.37,4.58,,0.13,10.06,,-68.93,0,1.52,,3488.5,8908.04,28.60797,-80.691,,,,,,,,,,,,66.32,504.9,
23.26,509.13,0.55,10.44,4.58,,0.13,8.96,,-68.92,0,1.53,,3572.14,9408.06,28.60794,-80.69612,,,,,,,,,,,,65.62,508.7,
24.28,513.11,0.54,10.5,4.58,,0.13,7.85,,-68.91,0,1.54,,3648.19,9923.56,28.60792,-80.7014,,,,,,,,,,,,65,512.67,
25.28,517.04,0.52,10.53,4.58,,0.13,6.77,,-68.9,0,1.56,,3713.54,10434.2,28.60789,-80.70664,,,,,,,,,,,,64.46,516.61,
26.28,520.97,0.5,10.54,4.58,,0.12,5.69,,-68.89,0,1.57,,3769.67,10949.9,28.60786,-80.71192,,,,,,,,,,,,64.01,520.54,
27.3,524.93,0.48,10.54,4.58,,0.12,4.59,,-68.89,0,1.58,,3817.29,11480.9,28.60783,-80.71736,,,,,,,,,,,,63.62,524.51,
28.32,528.8,0.45,10.51,4.58,,0.12,3.51,,-68.88,0,1.59,,3855.08,12016.69,28.6078,-80.72285,,,,,,,,,,,,63.32,528.39,
29.32,532.47,0.42,10.48,4.58,,0.12,2.45,,-68.87,0,1.6,,3882.46,12546.33,28.60778,-80.72827,,,,,,,,,,,,63.1,532.07,
30.34,536.05,0.38,10.43,4.58,,0.12,1.37,,-68.86,0,1.62,,3900.44,13090.69,28.60775,-80.73385,,,,,,,,,,,,62.95,535.67,
31.34,539.38,0.34,10.37,4.58,,0.11,0.32,,-68.85,0,1.63,,3908.22,13628.06,28.60772,-80.73935,,,,,,,,,,,,62.89,539.02,
32.34,542.51,0.3,10.31,4.58,,0.11,-0.72,,-68.84,0,1.64,,3906.19,14168.71,28.60769,-80.74489,,,,,,,,,,,,62.9,542.17,
33.34,545.41,0.26,10.24,4.58,,0.11,-1.75,,-68.83,0,1.64,,3894.28,14712.24,28.60766,-80.75046,,,,,,,,,,,,63,545.1,
34.36,548.11,0.22,10.17,4.58,,0.11,-2.8,,-68.82,0,1.65,,3871.93,15269.19,28.60763,-80.75616,,,,,,,,,,,,63.17,547.83,
35.38,550.53,0.17,10.09,4.58,,0.11,-3.85,,-68.8,0,1.66,,3839.24,15828.24,28.60759,-80.76189,,,,,,,,,,,,63.43,550.28,
36.38,552.61,0.12,10.02,4.58,,0.1,-4.87,,-68.79,0,1.66,,3797.16,16377.91,28.60756,-80.76752,,,,,,,,,,,,63.77,552.39,
37.38,554.38,0.07,9.95,4.58,,0.1,-5.88,,-68.78,0,1.67,,3745.14,16928.67,28.60753,-80.77316,,,,,,,,,,,,64.19,554.2,
38.4,555.85,0.02,9.88,4.58,,0.1,-6.91,,-68.76,0,1.67,,3681.88,17491.05,28.6075,-80.77892,,,,,,,,,,,,64.7,555.71,
39.42,556.97,0.03,9.82,4.58,,0.1,-7.94,,-68.74,0,1.67,,3608.37,18053.52,28.60746,-80.78468,,,,,,,,,,,,65.3,556.87,
40.42,557.71,0.09,9.76,4.58,,0.1,-8.94,,-68.73,0,1.68,,3526.43,18604.53,28.60743,-80.79033,,,,,,,,,,,,65.97,557.65,
41.44,558.09,0.14,9.72,4.58,,0.09,-9.95,,-68.72,0,1.68,,3432.86,19165.57,28.6074,-80.79608,,,,,,,,,,,,66.75,558.07,
42.46,558.08,0.2,9.69,4.58,,0.09,-10.97,,-68.71,0,1.67,,3329.33,19725.05,28.60736,-80.80181,,,,,,,,,,,,67.61,558.1,
43.46,557.68,0.26,9.67,4.58,,0.09,-11.96,,-68.69,0,1.67,,3218.27,20271.5,28.60733,-80.8074,,,,,,,,,,,,68.56,557.74,
44.46,556.89,0.31,9.66,4.58,,0.09,-12.95,,-68.68,0,1.67,,3097.92,20815.38,28.6073,-80.81298,,,,,,,,,,,,69.59,556.99,
45.46,555.71,0.37,9.67,4.58,,0.09,-13.94,,-68.67,0,1.66,,2968.43,21356.16,28.60726,-80.81852,,,,,,,,,,,,70.72,555.86,
46.48,554.1,0.43,9.7,4.58,,0.08,-14.94,,-68.65,0,1.65,,2827.14,21904,28.60723,-80.82413,,,,,,,,,,,,71.97,554.29,
47.5,552.08,0.49,9.73,4.58,,0.08,-15.95,,-68.64,0,1.65,,2676.75,22447.51,28.60719,-80.82969,,,,,,,,,,,,73.32,552.31,
48.52,549.65,0.54,9.78,4.57,,0.08,-16.95,,-68.63,0,1.64,,2517.51,22986.13,28.60716,-80.83521,,,,,,,,,,,,74.77,549.93,
49.52,546.87,0.6,9.84,4.57,,0.08,-17.93,,-68.61,0,1.63,,2353.03,23508.94,28.60712,-80.84057,,,,,,,,,,,,76.29,547.2,
50.52,543.72,0.65,9.91,4.57,,0.08,-18.92,,-68.6,0,1.61,,2180.54,24026.05,28.60709,-80.84586,,,,,,,,,,,,77.92,544.08,
51.54,487.87,5.73,53.69,0,,0.08,-19.97,,-68.59,0,1.46,,2005.66,24521.29,28.60706,-80.85094,,,,,,,,,,,,79.61,493.55,
52.54,439.76,5.18,48.2,0,,0.08,-21.11,,-68.57,0,1.32,,1843.17,24954.76,28.60703,-80.85538,,,,,,,,,,,,81.2,445.01,
53.54,388.81,5.71,53.09,0,,0.08,-22.37,,-68.56,0,1.17,,1689.75,25339.35,28.607,-80.85932,,,,,,,,,,,,82.73,394.57,
54.54,343.07,4.45,40.73,0,,0.08,-23.8,,-68.54,0,1.02,,1547.05,25674.03,28.60698,-80.86275,,,,,,,,,,,,84.18,347.03,
55.56,318.99,2.31,20.55,0,,0.08,-25.38,,-68.53,0,0.95,,1407.19,25979.35,28.60696,-80.86587,,,,,,,,,,,,85.61,320.87,
56.58,305.6,1.63,14.55,0,,0.08,-27.03,,-68.52,0,0.9,,1266.64,26264.48,28.60694,-80.86879,,,,,,,,,,,,87.08,306.83,
57.58,295.61,1.43,12.78,0,,0.08,-28.69,,-68.51,0,0.87,,1126.15,26529.88,28.60692,-80.87151,,,,,,,,,,,,88.56,296.62,
58.58,287.32,1.3,11.55,0,,0.08,-30.37,,-68.5,0,0.85,,982.46,26783.17,28.6069,-80.87411,,,,,,,,,,,,90.1,289.22,
59.6,280.28,1.19,10.59,0,,0.08,-32.1,,-68.49,0,0.82,,832.31,27030.4,28.60688,-80.87664,,,,,,,,,,,,91.74,290.11,
60.6,274.48,1.11,9.86,0,,0.08,-33.8,,-68.48,0,0.8,,681.39,27262.92,28.60686,-80.87902,,,,,,,,,,,,93.4,291,
61.62,269.49,1.05,9.26,0,,0.08,-35.53,,-68.47,0,0.79,,523.53,27490.87,28.60685,-80.88136,,,,,,,,,,,,95.18,291.91,
62.62,265.36,1,8.77,0,,0.08,-37.22,,-68.46,0,0.77,,364.83,27705.97,28.60683,-80.88356,,,,,,,,,,,,96.99,292.8,
63.62,261.85,0.96,8.36,0,,0.08,-38.9,,-68.45,0,0.76,,202.22,27913.31,28.60681,-80.88568,,,,,,,,,,,,98.88,293.68,
64.62,258.87,0.93,8,0,,0.08,-40.56,,-68.44,0,0.75,,35.7,28113.35,28.6068,-80.88773,,,,,,,,,,,,100.84,294.54,
