Time,Surface Speed (m/s),GForce (g),Acceleration (m/s^2),Thrust (kN),TWR,Mass (t),Pitch (deg),Heading (deg),Roll (deg),Angle of Attack (deg),Mach number,Altitude from Terrain (m),Altitude from the Sea (m),Downrange Distance (m),Latitude (deg),Longitude (deg),Apoapsis (m),Periapsis (m),Time to Apoapsis (s),Time to Periapsis (s),Inclination (deg),Orbital Velocity (m/s),Gravity (m/s^2),Target Distance (m),Target Speed (m/s),Stage DeltaV (m/s),Vessel DeltaV (m/s),Pressure (kPa),External Temperature (K),
234.94,987.44,0.14,8.57,0,,0.08,-57.31,,-47.36,0,3.13,,37085.34,111374.55,28.59758,-81.74053,,,,,,,,,,,,0.44,1046.66,
235.94,994.04,0.17,8.39,0,,0.08,-57.62,,-47.36,0,3.16,,36249.94,111904.26,28.59752,-81.74596,,,,,,,,,,,,0.49,1058.79,
236.94,1000.43,0.19,8.19,0,,0.08,-57.91,,-47.36,0.01,3.2,,35406.25,112433.1,28.59747,-81.75138,,,,,,,,,,,,0.55,1070.95,
237.94,1006.56,0.22,7.96,0,,0.08,-58.23,,-47.35,-0.01,3.23,,34554.5,112960.95,28.59742,-81.75678,,,,,,,,,,,,0.62,1083.08,
238.96,1012.51,0.26,7.69,0,,0.08,-58.5,,-47.35,0.01,3.26,,33677.69,113498.16,28.59736,-81.76229,,,,,,,,,,,,0.71,1095.34,
239.96,1017.99,0.3,7.41,0,,0.08,-58.8,,-47.35,0,3.29,,32810.5,114023.51,28.59731,-81.76767,,,,,,,,,,,,0.8,1107.13,
240.96,1023.07,0.34,7.08,0,,0.08,-59.09,,-47.34,-0.01,3.32,,31936.16,114547.34,28.59726,-81.77303,,,,,,,,,,,,0.91,1118.63,
241.98,1027.78,0.4,6.7,0,,0.08,-59.37,,-47.34,0,3.35,,31037.39,115079.84,28.5972,-81.77849,,,,,,,,,,,,1.03,1129.92,
242.98,1031.84,0.46,6.31,0,,0.08,-59.64,,-47.34,0,3.38,,30149.9,115599.88,28.59715,-81.78381,,,,,,,,,,,,1.18,1140.41,
243.98,1035.28,0.53,5.91,0,,0.08,-59.91,,-47.33,0,3.4,,29256.67,116117.63,28.5971,-81.78911,,,,,,,,,,,,1.34,1150.07,
244.98,1038,0.6,5.5,0,,0.08,-60.19,,-47.33,0,3.43,,28358.3,116632.75,28.59704,-81.79439,,,,,,,,,,,,1.54,1158.6,
245.98,1039.9,0.7,5.13,0,,0.08,-60.45,,-47.32,0,3.45,,27455.51,117144.86,28.59699,-81.79964,,,,,,,,,,,,1.76,1165.76,
247,1040.85,0.8,4.86,0,,0.08,-60.73,,-47.32,0,3.46,,26530.94,117663.69,28.59694,-81.80495,,,,,,,,,,,,2.02,1171.4,
248.02,1040.67,0.92,4.81,0,,0.08,-61,,-47.31,0,3.48,,25603.57,118178.44,28.59689,-81.81022,,,,,,,,,,,,2.33,1175.08,
249.02,1039.25,1.05,5.1,0,,0.08,-61.26,,-47.31,0,3.49,,24692.75,118678.59,28.59683,-81.81534,,,,,,,,,,,,2.68,1176.47,
250.04,1036.34,1.21,5.77,0,,0.08,-61.52,,-47.3,0,3.49,,23763.3,119183.49,28.59678,-81.82052,,,,,,,,,,,,3.09,1175.3,
251.04,1031.89,1.38,6.83,0,,0.08,-61.79,,-47.29,0,3.49,,22853.06,119672.66,28.59673,-81.82553,,,,,,,,,,,,3.56,1171.26,
252.04,1025.63,1.57,8.26,0,,0.08,-62.04,,-47.29,0,3.49,,21945.33,120155.28,28.59668,-81.83047,,,,,,,,,,,,4.11,1164,
253.06,1017.19,1.79,10.06,0,,0.08,-62.31,,-47.28,0,3.48,,21023.82,120639.92,28.59663,-81.83543,,,,,,,,,,,,4.75,1153.01,
254.08,1006.43,2.03,12.17,0,,0.08,-62.57,,-47.27,0,3.46,,20108.77,121115.88,28.59658,-81.84031,,,,,,,,,,,,5.5,1137.93,
255.08,993.41,2.29,14.52,0,,0.08,-62.83,,-47.26,0,3.44,,19220.11,121573.03,28.59653,-81.84499,,,,,,,,,,,,6.34,1118.37,
256.1,977.42,2.57,17.11,0,,0.08,-63.1,,-47.25,0,3.4,,18324.71,122028.51,28.59649,-81.84965,,,,,,,,,,,,7.34,1092.8,
257.1,959,2.85,19.76,0,,0.08,-63.36,,-47.24,0,3.34,,17460.19,122463.31,28.59644,-81.85411,,,,,,,,,,,,8.45,1062.01,
258.1,937.84,3.13,22.41,0,,0.08,-63.63,,-47.22,0,3.27,,16611.39,122885.34,28.5964,-81.85843,,,,,,,,,,,,9.71,1025.95,
259.1,914.06,3.39,24.93,0,,0.08,-63.91,,-47.21,0,3.18,,15780.79,123293.51,28.59635,-81.86261,,,,,,,,,,,,11.12,985.64,
260.1,887.89,3.63,27.19,0,,0.08,-64.18,,-47.2,0,3.08,,14970.74,123686.81,28.59631,-81.86664,,,,,,,,,,,,12.69,942.73,
261.1,859.66,3.83,29.12,0,,0.08,-64.47,,-47.18,0,2.96,,14183.33,124064.43,28.59627,-81.87051,,,,,,,,,,,,14.41,899.4,
262.12,829.08,4.01,30.76,0,,0.08,-64.76,,-47.16,0,2.83,,13405.36,124432.73,28.59623,-81.87428,,,,,,,,,,,,16.3,856.24,
263.14,797.06,4.14,32.03,0,,0.08,-65.07,,-47.15,0,2.7,,12654.43,124783.48,28.59619,-81.87787,,,,,,,,,,,,18.34,814.71,
264.14,764.68,4.23,32.88,0,,0.08,-65.38,,-47.13,0,2.57,,11945.67,125109.96,28.59615,-81.88122,,,,,,,,,,,,20.46,775.83,
265.16,731.04,4.28,33.35,0,,0.08,-65.7,,-47.11,0,2.44,,11251.58,125425.09,28.59612,-81.88444,,,,,,,,,,,,22.74,738.03,
266.16,697.87,4.29,33.42,0,,0.08,-66.03,,-47.1,0,2.3,,10599.87,125716.55,28.59608,-81.88743,,,,,,,,,,,,25.08,702.65,
267.16,664.87,4.27,33.13,0,,0.08,-66.37,,-47.08,0,2.18,,9976.76,125990.9,28.59605,-81.89024,,,,,,,,,,,,27.5,668.7,
268.16,632.38,4.21,32.54,0,,0.08,-66.72,,-47.06,0,2.05,,9382.06,126248.48,28.59602,-81.89288,,,,,,,,,,,,29.99,635.93,
269.18,600.07,4.12,31.61,0,,0.08,-67.09,,-47.05,0,1.93,,8804.24,126494.45,28.59599,-81.89539,,,,,,,,,,,,32.58,603.5,
270.18,569.73,3.96,30.08,0,,0.08,-67.47,,-47.03,0,1.82,,8265.1,126719.81,28.59596,-81.8977,,,,,,,,,,,,35.16,572.99,
271.18,541.2,3.77,28.2,0,,0.08,-67.87,,-47.02,0,1.72,,7751.69,126930.39,28.59594,-81.89986,,,,,,,,,,,,37.78,544.25,
272.2,514.13,3.57,26.2,0,,0.08,-68.28,,-47.01,0,1.62,,7252.8,127130.92,28.59591,-81.90191,,,,,,,,,,,,40.46,516.95,
273.22,489.02,3.38,24.34,0,,0.08,-68.71,,-46.99,0,1.53,,6777.17,127318.08,28.59589,-81.90383,,,,,,,,,,,,43.17,491.65,
274.22,465.97,3.24,22.94,0,,0.08,-69.14,,-46.97,0,1.45,,6331.92,127489.44,28.59587,-81.90559,,,,,,,,,,,,45.83,468.44,
275.24,443.57,3.15,22,0,,0.08,-69.59,,-46.96,0,1.38,,5898.06,127652.6,28.59585,-81.90726,,,,,,,,,,,,48.56,445.96,
276.26,420.31,3.35,23.88,0,,0.08,-70.06,,-46.94,0,1.3,,5484.5,127804.36,28.59583,-81.90881,,,,,,,,,,,,51.28,422.96,
277.26,394.15,3.72,27.44,0,,0.08,-70.53,,-46.92,0,1.21,,5101.06,127941.51,28.59581,-81.91022,,,,,,,,,,,,53.91,397.19,
278.26,365.8,3.83,28.53,0,,0.08,-71.03,,-46.91,0,1.12,,4742.51,128066.36,28.59579,-81.91149,,,,,,,,,,,,56.47,368.89,
279.26,340.85,3.24,22.72,0,,0.08,-71.55,,-46.89,0,1.04,,4408.69,128179.29,28.59578,-81.91265,,,,,,,,,,,,58.95,343.17,
280.28,324.91,2.28,13.37,0,,0.08,-72.1,,-46.87,0,0.99,,4086.96,128284.79,28.59576,-81.91373,,,,,,,,,,,,61.42,326.24,
281.28,315.76,1.75,8.4,0,,0.08,-72.64,,-46.85,0,0.95,,3782.1,128381.56,28.59575,-81.91472,,,,,,,,,,,,63.83,316.57,
282.3,309.73,1.49,5.99,0,,0.08,-73.19,,-46.83,0,0.93,,3477.4,128475.09,28.59573,-81.91568,,,,,,,,,,,,66.33,310.28,
283.32,305.36,1.36,4.84,0,,0.08,-73.73,,-46.81,0,0.92,,3176.8,128564.26,28.59572,-81.91659,,,,,,,,,,,,68.87,305.79,
284.32,301.86,1.3,4.32,0,,0.08,-74.25,,-46.79,0,0.9,,2885.02,128647.88,28.59571,-81.91745,,,,,,,,,,,,71.41,302.23,
285.34,298.62,1.28,4.08,0,,0.08,-74.77,,-46.77,0,0.89,,2589.93,128729.56,28.59569,-81.91829,,,,,,,,,,,,74.07,298.96,
286.36,295.58,1.26,3.89,0,,0.08,-75.28,,-46.74,0,0.88,,2297.21,128807.77,28.59568,-81.91909,,,,,,,,,,,,76.78,295.9,
287.38,292.69,1.25,3.71,0,,0.08,-75.78,,-46.72,0,0.87,,2006.74,128882.65,28.59567,-81.91985,,,,,,,,,,,,79.56,293,
288.4,289.97,1.24,3.55,0,,0.08,-76.26,,-46.69,0,0.86,,1718.41,128954.36,28.59566,-81.92059,,,,,,,,,,,,82.41,290.26,
289.4,287.44,1.22,3.39,0,,0.08,-76.73,,-46.66,0,0.85,,1437.71,129021.7,28.59564,-81.92128,,,,,,,,,,,,85.26,287.71,
290.42,285,1.21,3.25,0,,0.08,-77.19,,-46.63,0,0.84,,1153.32,129087.5,28.59563,-81.92195,,,,,,,,,,,,88.23,288.35,
291.44,282.67,1.2,3.11,0,,0.08,-77.64,,-46.6,0,0.83,,870.78,129150.5,28.59562,-81.9226,,,,,,,,,,,,91.28,290.04,
292.46,280.46,1.2,2.99,0,,0.08,-78.08,,-46.57,0,0.82,,590.03,129210.82,28.59561,-81.92321,,,,,,,,,,,,94.39,291.7,
293.46,278.37,1.19,2.88,0,,0.08,-78.5,,-46.53,0,0.81,,316.44,129267.47,28.5956,-81.92379,,,,,,,,,,,,97.51,293.26,
294.48,276.32,1.18,2.78,0,,0.08,-78.92,,-46.49,0,0.8,,39.04,129322.8,28.59559,-81.92436,,,,,,,,,,,,100.77,294.73,
