Time,Surface Speed (m/s),GForce (g),Acceleration (m/s^2),Thrust (kN),TWR,Mass (t),Pitch (deg),Heading (deg),Roll (deg),Angle of Attack (deg),Mach number,Altitude from Terrain (m),Altitude from the Sea (m),Downrange Distance (m),Latitude (deg),Longitude (deg),Apoapsis (m),Periapsis (m),Time to Apoapsis (s),Time to Periapsis (s),Inclination (deg),Orbital Velocity (m/s),Gravity (m/s^2),Target Distance (m),Target Speed (m/s),Stage DeltaV (m/s),Vessel DeltaV (m/s),Pressure (kPa),External Temperature (K),
12.08,493.98,0.98,2.78,4.57,,0.13,73.81,,-66.3,0,1.5,,4683.07,1201.87,28.60831,-80.61207,,,,,,,,,,,,57.06,493.93,
13.08,495.11,1.11,3.21,4.57,,0.13,73.49,,-66.56,0,1.51,,5157.51,1341,28.6083,-80.61349,,,,,,,,,,,,53.66,494.93,
14.08,497.45,1.23,3.93,4.57,,0.13,73.15,,-66.71,0,1.53,,5632.82,1483.36,28.60829,-80.61495,,,,,,,,,,,,50.43,497.14,
15.1,500.96,1.34,4.77,4.56,,0.12,72.81,,-66.8,0,1.55,,6119.64,1632.3,28.60827,-80.61647,,,,,,,,,,,,47.29,500.53,
16.12,505.51,1.44,5.61,4.56,,0.12,72.46,,-66.86,0,1.57,,6609.49,1785.39,28.60826,-80.61804,,,,,,,,,,,,44.29,504.97,
17.12,510.89,1.52,6.41,4.56,,0.12,72.12,,-66.89,0,1.6,,7093.57,1939.88,28.60825,-80.61963,,,,,,,,,,,,41.48,510.26,
18.12,517.12,1.61,7.18,4.56,,0.12,71.77,,-66.92,0,1.63,,7582.23,2099.07,28.60824,-80.62126,,,,,,,,,,,,38.8,516.4,
19.12,524.14,1.68,7.91,4.55,,0.12,71.42,,-66.93,0,1.66,,8076.22,2263.29,28.60822,-80.62294,,,,,,,,,,,,36.23,523.33,
20.14,532.09,1.76,8.65,4.55,,0.11,71.07,,-66.94,0,1.7,,8586.29,2436.33,28.60821,-80.62471,,,,,,,,,,,,33.72,531.2,
21.14,540.65,1.84,9.37,4.55,,0.11,70.72,,-66.95,0,1.74,,9093.11,2611.74,28.60819,-80.62651,,,,,,,,,,,,31.38,539.68,
22.16,550.16,1.91,10.12,4.54,,0.11,70.36,,-66.96,0,1.78,,9617.64,2796.89,28.60818,-80.6284,,,,,,,,,,,,29.09,549.1,
23.16,560.27,1.99,10.89,4.54,,0.11,70.01,,-66.96,0,1.82,,10140,2984.88,28.60816,-80.63033,,,,,,,,,,,,26.95,559.12,
24.16,571.2,2.07,11.69,4.54,,0.11,69.66,,-66.97,0,1.87,,10671.07,3179.65,28.60814,-80.63232,,,,,,,,,,,,24.92,569.95,
25.16,582.99,2.16,12.56,4.54,,0.1,69.31,,-66.97,0,1.93,,11211.59,3381.6,28.60813,-80.63439,,,,,,,,,,,,22.98,581.65,
26.16,595.73,2.26,13.52,4.53,,0.1,68.97,,-66.97,0,1.98,,11762.34,3591.15,28.60811,-80.63654,,,,,,,,,,,,21.14,594.28,
27.16,609.53,2.37,14.58,4.53,,0.1,68.63,,-66.97,0,2.04,,12324.2,3808.77,28.60809,-80.63877,,,,,,,,,,,,19.39,607.96,
28.16,624.45,2.48,15.69,4.53,,0.1,68.29,,-66.97,0,2.11,,12898.1,4034.98,28.60807,-80.64109,,,,,,,,,,,,17.74,622.8,
29.18,640.87,2.6,16.88,4.53,,0.1,67.94,,-66.97,0,2.18,,13496.93,4275.12,28.60804,-80.64355,,,,,,,,,,,,16.14,639.25,
30.18,658.19,2.72,18.09,4.53,,0.1,67.61,,-66.97,0,2.25,,14098.25,4520.35,28.60802,-80.64606,,,,,,,,,,,,14.68,656.83,
31.18,676.79,2.85,19.37,4.53,,0.09,67.28,,-66.97,0,2.32,,14714.73,4775.89,28.608,-80.64868,,,,,,,,,,,,13.29,676.04,
32.2,697.14,2.99,20.74,4.53,,0.09,66.95,,-66.97,0,2.41,,15360.33,5047.81,28.60797,-80.65146,,,,,,,,,,,,11.98,697.55,
33.22,718.97,3.14,22.21,4.52,,0.09,66.63,,-66.97,0,2.49,,16024.15,5331.83,28.60795,-80.65437,,,,,,,,,,,,10.75,721.26,
34.24,742.39,3.3,23.79,4.52,,0.09,66.31,,-66.97,0,2.57,,16707.53,5628.72,28.60792,-80.65741,,,,,,,,,,,,9.61,747.43,
35.24,767,3.47,25.43,4.52,,0.09,66.01,,-66.97,0,2.66,,17397.89,5933.07,28.60789,-80.66053,,,,,,,,,,,,8.59,775.79,
36.26,793.87,3.65,27.2,4.52,,0.08,65.7,,-66.97,0,2.74,,18124.35,6257.91,28.60786,-80.66386,,,,,,,,,,,,7.63,807.82,
37.28,822.62,3.84,29.05,4.52,,0.08,65.4,,-66.97,0,2.83,,18874.93,6598.23,28.60783,-80.66734,,,,,,,,,,,,6.75,843.37,
38.3,832.09,1.38,22.76,0,,0.08,65.11,,-66.96,0,2.88,,19647.39,6953.19,28.6078,-80.67098,,,,,,,,,,,,5.96,862.44,
39.32,808.92,1.34,22.4,0,,0.08,64.81,,-66.96,0,2.78,,20405.26,7306.1,28.60776,-80.67459,,,,,,,,,,,,5.27,830.99,
40.34,787.94,1.14,20.44,0,,0.08,64.5,,-66.96,0,2.7,,21140.94,7653.4,28.60773,-80.67815,,,,,,,,,,,,4.69,804.03,
41.34,769.09,0.98,18.88,0,,0.08,64.19,,-66.96,0,2.62,,21842.41,7989.2,28.6077,-80.68159,,,,,,,,,,,,4.2,780.94,
42.36,751.32,0.85,17.57,0,,0.08,63.86,,-66.95,0,2.55,,22539.2,8327.56,28.60767,-80.68506,,,,,,,,,,,,3.76,760.03,
43.36,735.09,0.73,16.5,0,,0.08,63.52,,-66.95,0,2.49,,23205.16,8655.74,28.60764,-80.68842,,,,,,,,,,,,3.39,741.56,
44.38,719.55,0.64,15.59,0,,0.08,63.16,,-66.95,0,2.43,,23867.93,8987.3,28.6076,-80.69181,,,,,,,,,,,,3.06,724.36,
45.4,704.9,0.56,14.82,0,,0.08,62.8,,-66.94,0,2.37,,24514.89,9316.03,28.60757,-80.69518,,,,,,,,,,,,2.77,708.52,
46.42,691.01,0.49,14.17,0,,0.08,62.42,,-66.94,0,2.32,,25146.78,9642.25,28.60754,-80.69852,,,,,,,,,,,,2.51,693.77,
47.42,678.01,0.43,13.62,0,,0.08,62.03,,-66.93,0,2.27,,25752.25,9959.92,28.60751,-80.70178,,,,,,,,,,,,2.29,680.19,
48.42,665.56,0.38,13.15,0,,0.08,61.64,,-66.93,0,2.22,,26344.32,10275.68,28.60748,-80.70501,,,,,,,,,,,,2.09,667.33,
49.44,653.35,0.34,12.74,0,,0.08,61.22,,-66.92,0,2.18,,26934.88,10595.99,28.60745,-80.70829,,,,,,,,,,,,1.91,654.85,
50.46,641.57,0.3,12.38,0,,0.08,60.79,,-66.92,0,2.13,,27512.36,10914.71,28.60742,-80.71156,,,,,,,,,,,,1.75,642.91,
51.46,630.4,0.27,12.08,0,,0.08,60.36,,-66.91,0,2.09,,28066.15,11225.78,28.60739,-80.71474,,,,,,,,,,,,1.61,631.64,
52.46,619.56,0.24,11.81,0,,0.08,59.91,,-66.91,0,2.05,,28607.98,11535.61,28.60736,-80.71792,,,,,,,,,,,,1.49,620.74,
53.48,608.8,0.21,11.57,0,,0.08,59.44,,-66.9,0,2.01,,29148.57,11850.48,28.60733,-80.72114,,,,,,,,,,,,1.37,609.95,
54.48,598.53,0.19,11.37,0,,0.08,58.96,,-66.9,0,1.97,,29666.96,12158.14,28.6073,-80.72429,,,,,,,,,,,,1.27,599.65,
55.48,588.5,0.17,11.19,0,,0.08,58.47,,-66.89,0,1.93,,30174.05,12464.89,28.60727,-80.72744,,,,,,,,,,,,1.18,589.59,
56.48,578.7,0.15,11.02,0,,0.08,57.97,,-66.89,0,1.89,,30670.02,12770.79,28.60724,-80.73057,,,,,,,,,,,,1.1,579.77,
57.48,569.12,0.14,10.87,0,,0.08,57.45,,-66.88,0,1.86,,31155.01,13075.94,28.60722,-80.73369,,,,,,,,,,,,1.02,570.16,
58.48,559.73,0.12,10.74,0,,0.08,56.91,,-66.88,0,1.82,,31629.18,13380.4,28.60719,-80.73681,,,,,,,,,,,,0.95,560.75,
59.5,550.34,0.11,10.62,0,,0.08,56.34,,-66.87,0,1.79,,32101.8,13690.31,28.60716,-80.73999,,,,,,,,,,,,0.89,551.34,
60.5,541.3,0.1,10.52,0,,0.08,55.77,,-66.87,0,1.76,,32554.46,13993.57,28.60713,-80.74309,,,,,,,,,,,,0.83,542.29,
61.52,532.26,0.09,10.43,0,,0.08,55.17,,-66.87,0,1.72,,33005.36,14302.38,28.6071,-80.74626,,,,,,,,,,,,0.78,533.22,
62.52,523.54,0.08,10.34,0,,0.08,54.56,,-66.86,0,1.69,,33436.91,14604.66,28.60707,-80.74935,,,,,,,,,,,,0.73,524.49,
63.52,514.96,0.07,10.27,0,,0.08,53.93,,-66.86,0,1.66,,33858.13,14906.53,28.60704,-80.75245,,,,,,,,,,,,0.69,515.9,
64.56,506.19,0.06,10.21,0,,0.08,53.25,,-66.85,0,1.63,,34285.33,15220.07,28.60701,-80.75566,,,,,,,,,,,,0.65,507.11,
65.56,497.89,0.06,10.15,0,,0.08,52.58,,-66.85,0,1.6,,34685.69,15521.19,28.60698,-80.75874,,,,,,,,,,,,0.62,498.8,
66.56,489.72,0.05,10.1,0,,0.08,51.89,,-66.84,0,1.57,,35075.9,15822,28.60695,-80.76182,,,,,,,,,,,,0.58,490.61,
67.58,481.51,0.05,10.06,0,,0.08,51.16,,-66.84,0,1.54,,35463.53,16128.53,28.60692,-80.76496,,,,,,,,,,,,0.55,482.39,
68.6,473.43,0.04,10.02,0,,0.08,50.41,,-66.83,0,1.51,,35840.69,16434.79,28.60689,-80.7681,,,,,,,,,,,,0.52,474.3,
69.62,465.48,0.04,9.98,0,,0.08,49.63,,-66.83,0,1.49,,36207.44,16740.8,28.60687,-80.77123,,,,,,,,,,,,0.5,466.33,
70.64,457.65,0.03,9.96,0,,0.08,48.82,,-66.82,0,1.46,,36563.79,17046.58,28.60684,-80.77437,,,,,,,,,,,,0.47,458.49,
71.64,450.1,0.03,9.93,0,,0.08,48.01,,-66.82,0.01,1.43,,36903.11,17346.15,28.60681,-80.77744,,,,,,,,,,,,0.45,450.92,
72.64,442.66,0.03,9.91,0,,0.08,47.17,,-66.81,0.01,1.41,,37232.5,17645.54,28.60678,-80.7805,,,,,,,,,,,,0.43,443.47,
73.64,435.35,0.03,9.89,0,,0.08,46.3,,-66.81,0.01,1.38,,37551.98,17944.74,28.60675,-80.78357,,,,,,,,,,,,0.41,436.15,
74.64,428.15,0.03,9.87,0,,0.08,45.4,,-66.8,0.01,1.36,,37861.58,18243.78,28.60672,-80.78663,,,,,,,,,,,,0.4,428.94,
75.64,421.08,0.02,9.86,0,,0.08,44.47,,-66.8,0.01,1.33,,38161.29,18542.66,28.60669,-80.78969,,,,,,,,,,,,0.38,421.85,
76.64,414.13,0.02,9.85,0,,0.08,43.52,,-66.79,0.01,1.31,,38451.15,18841.38,28.60666,-80.79275,,,,,,,,,,,,0.37,414.89,
77.64,407.3,0.02,9.85,0,,0.08,42.53,,-66.79,0.01,1.28,,38731.14,19139.94,28.60664,-80.79581,,,,,,,,,,,,0.35,408.05,
78.64,400.61,0.02,9.84,0,,0.08,41.5,,-66.78,0.01,1.26,,39001.28,19438.35,28.60661,-80.79887,,,,,,,,,,,,0.34,401.34,
79.66,393.92,0.02,9.83,0,,0.08,40.43,,-66.78,0.01,1.24,,39266.69,19742.56,28.60658,-80.80198,,,,,,,,,,,,0.33,394.64,
80.66,387.51,0.02,9.83,0,,0.08,39.34,,-66.77,0.01,1.22,,39516.96,20040.65,28.60655,-80.80504,,,,,,,,,,,,0.32,388.21,
81.68,381.13,0.02,9.82,0,,0.08,38.19,,-66.77,0.01,1.2,,39762.11,20344.55,28.60652,-80.80815,,,,,,,,,,,,0.31,381.81,
82.68,375.03,0.02,9.81,0,,0.08,37.02,,-66.76,0.01,1.18,,39992.53,20642.33,28.60649,-80.8112,,,,,,,,,,,,0.3,375.69,
83.68,369.1,0.02,9.8,0,,0.08,35.82,,-66.76,0.01,1.16,,40213.14,20939.96,28.60646,-80.81425,,,,,,,,,,,,0.29,369.74,
84.7,363.23,0.02,9.79,0,,0.08,34.56,,-66.75,0.02,1.14,,40428.06,21243.39,28.60643,-80.81736,,,,,,,,,,,,0.28,363.85,
85.7,357.66,0.02,9.78,0,,0.08,33.28,,-66.75,0.02,1.12,,40628.87,21540.73,28.60641,-80.8204,,,,,,,,,,,,0.27,358.27,
86.7,352.29,0.02,9.77,0,,0.08,31.97,,-66.74,0.02,1.1,,40819.9,21837.93,28.60638,-80.82344,,,,,,,,,,,,0.27,352.87,
87.7,347.11,0.02,9.76,0,,0.08,30.61,,-66.74,0.02,1.08,,41001.14,22135,28.60635,-80.82649,,,,,,,,,,,,0.26,347.67,
88.7,342.15,0.01,9.75,0,,0.08,29.21,,-66.74,0.02,1.07,,41172.62,22431.94,28.60632,-80.82953,,,,,,,,,,,,0.25,342.69,
89.7,337.42,0.01,9.74,0,,0.08,27.78,,-66.73,0.02,1.05,,41334.34,22728.77,28.60629,-80.83257,,,,,,,,,,,,0.25,337.93,
90.7,332.91,0.01,9.74,0,,0.08,26.3,,-66.73,0.02,1.04,,41486.31,23025.48,28.60626,-80.83561,,,,,,,,,,,,0.24,333.39,
91.7,328.64,0.01,9.73,0,,0.08,24.79,,-66.72,0.02,1.02,,41628.54,23322.1,28.60624,-80.83865,,,,,,,,,,,,0.24,329.1,
92.72,324.54,0.01,9.72,0,,0.08,23.21,,-66.72,0.02,1.01,,41763.59,23624.56,28.60621,-80.84175,,,,,,,,,,,,0.23,324.97,
93.72,320.78,0.01,9.71,0,,0.08,21.62,,-66.71,0.02,1,,41886.17,23921.01,28.60618,-80.84478,,,,,,,,,,,,0.23,321.18,
94.72,317.28,0.01,9.71,0,,0.08,19.99,,-66.71,0.02,0.98,,41999.02,24217.38,28.60615,-80.84782,,,,,,,,,,,,0.23,317.65,
95.72,314.04,0.01,9.7,0,,0.08,18.33,,-66.7,0.02,0.97,,42102.17,24513.69,28.60612,-80.85085,,,,,,,,,,,,0.22,314.39,
96.72,311.09,0.01,9.7,0,,0.08,16.63,,-66.7,0.02,0.96,,42195.61,24809.93,28.60609,-80.85389,,,,,,,,,,,,0.22,311.4,
97.72,308.41,0.01,9.7,0,,0.08,14.9,,-66.7,0.02,0.95,,42279.34,25106.12,28.60606,-80.85692,,,,,,,,,,,,0.22,308.69,
98.72,306.02,0.01,9.69,0,,0.08,13.15,,-66.69,0.02,0.95,,42353.37,25402.26,28.60604,-80.85995,,,,,,,,,,,,0.22,306.27,
99.72,303.93,0,9.69,0,,0.08,11.36,,-66.69,0.02,0.94,,42417.7,25698.34,28.60601,-80.86299,,,,,,,,,,,,0.22,304.15,
100.74,302.11,0,9.69,0,,0.08,9.52,,-66.68,0.02,0.93,,42473.32,26000.31,28.60598,-80.86608,,,,,,,,,,,,0.21,302.29,
101.74,300.62,0,9.69,0,,0.08,7.7,,-66.68,0.02,0.93,,42518.07,26296.3,28.60595,-80.86911,,,,,,,,,,,,0.21,300.77,
102.76,299.43,0,9.69,0,,0.08,5.82,,-66.67,0.01,0.93,,42553.72,26598.17,28.60592,-80.8722,,,,,,,,,,,,0.21,299.54,
103.78,298.55,0,9.69,0,,0.08,3.92,,-66.67,0.01,0.92,,42579.29,26900,28.60589,-80.8753,,,,,,,,,,,,0.21,298.63,
104.8,298,0,9.68,0,,0.08,2.02,,-66.67,0.01,0.92,,42594.78,27201.79,28.60586,-80.87839,,,,,,,,,,,,0.21,298.05,
105.8,297.78,0,9.68,0,,0.08,0.15,,-66.66,0.01,0.92,,42600.17,27497.61,28.60583,-80.88142,,,,,,,,,,,,0.21,297.79,
106.8,297.88,0,9.68,0,,0.08,-1.72,,-66.66,0,0.92,,42595.88,27793.4,28.6058,-80.88445,,,,,,,,,,,,0.21,297.85,
107.8,298.29,0,9.68,0,,0.08,-3.59,,-66.65,0,0.92,,42581.9,28089.14,28.60578,-80.88748,,,,,,,,,,,,0.21,298.23,
108.8,299.01,0,9.68,0,,0.08,-5.45,,-66.65,0,0.92,,42558.24,28384.84,28.60575,-80.89051,,,,,,,,,,,,0.21,298.91,
109.8,300.04,0,9.68,0,,0.08,-7.29,,-66.65,0,0.93,,42524.89,28680.49,28.60572,-80.89353,,,,,,,,,,,,0.21,299.91,
110.82,301.4,0,9.68,0,,0.08,-9.16,,-66.64,-0.01,0.93,,42480.9,28982.02,28.60569,-80.89662,,,,,,,,,,,,0.21,301.24,
111.84,303.08,0,9.68,0,,0.08,-11.01,,-66.64,-0.01,0.94,,42426.83,29283.49,28.60566,-80.89971,,,,,,,,,,,,0.22,302.88,
112.84,305.02,0,9.68,0,,0.08,-12.81,,-66.63,-0.01,0.94,,42364.05,29579.01,28.60563,-80.90274,,,,,,,,,,,,0.22,304.79,
113.86,307.3,0.01,9.67,0,,0.08,-14.61,,-66.63,-0.01,0.95,,42290.04,29880.38,28.6056,-80.90582,,,,,,,,,,,,0.22,307.04,
114.88,309.88,0.01,9.67,0,,0.08,-16.38,,-66.63,-0.01,0.96,,42205.96,30181.69,28.60557,-80.90891,,,,,,,,,,,,0.22,309.58,
115.9,312.73,0.01,9.67,0,,0.08,-18.12,,-66.62,-0.01,0.97,,42111.81,30482.94,28.60554,-80.912,,,,,,,,,,,,0.22,312.41,
116.9,315.8,0.01,9.67,0,,0.08,-19.8,,-66.62,-0.02,0.98,,42009.74,30778.22,28.60552,-80.91502,,,,,,,,,,,,0.23,315.45,
117.9,319.13,0.01,9.66,0,,0.08,-21.44,,-66.62,-0.02,0.99,,41898.01,31073.43,28.60549,-80.91804,,,,,,,,,,,,0.23,318.75,
118.9,322.7,0.01,9.66,0,,0.08,-23.04,,-66.61,-0.02,1,,41776.61,31368.56,28.60546,-80.92107,,,,,,,,,,,,0.23,322.29,
119.9,326.51,0.01,9.65,0,,0.08,-24.6,,-66.61,-0.01,1.01,,41645.55,31663.6,28.60543,-80.92409,,,,,,,,,,,,0.24,326.08,
120.9,330.54,0.01,9.64,0,,0.08,-26.13,,-66.61,-0.01,1.02,,41504.84,31958.56,28.6054,-80.92711,,,,,,,,,,,,0.24,330.09,
121.9,334.79,0.01,9.64,0,,0.08,-27.62,,-66.6,-0.01,1.04,,41354.49,32253.41,28.60537,-80.93013,,,,,,,,,,,,0.25,334.32,
122.9,339.25,0.01,9.63,0,,0.08,-29.07,,-66.6,-0.01,1.05,,41194.49,32548.14,28.60534,-80.93315,,,,,,,,,,,,0.25,338.75,
123.92,344.01,0.01,9.62,0,,0.08,-30.51,,-66.59,-0.01,1.07,,41021.38,32848.65,28.60532,-80.93623,,,,,,,,,,,,0.26,343.49,
124.92,348.86,0.02,9.61,0,,0.08,-31.88,,-66.59,-0.01,1.08,,40841.94,33143.13,28.60529,-80.93924,,,,,,,,,,,,0.27,348.32,
125.92,353.9,0.02,9.6,0,,0.08,-33.22,,-66.59,-0.01,1.1,,40652.89,33437.47,28.60526,-80.94226,,,,,,,,,,,,0.27,353.34,
126.92,359.11,0.02,9.6,0,,0.08,-34.51,,-66.58,-0.01,1.12,,40454.23,33731.66,28.60523,-80.94527,,,,,,,,,,,,0.28,358.53,
127.92,364.49,0.02,9.59,0,,0.08,-35.77,,-66.58,-0.01,1.14,,40245.98,34025.7,28.6052,-80.94828,,,,,,,,,,,,0.29,363.89,
128.96,370.26,0.02,9.58,0,,0.08,-37.03,,-66.58,-0.01,1.16,,40019.23,34331.33,28.60517,-80.95142,,,,,,,,,,,,0.3,369.64,
129.96,375.96,0.02,9.57,0,,0.08,-38.22,,-66.57,-0.01,1.17,,39791.43,34625.04,28.60514,-80.95442,,,,,,,,,,,,0.3,375.33,
130.96,381.81,0.02,9.56,0,,0.08,-39.36,,-66.57,-0.01,1.19,,39554.05,34918.58,28.60511,-80.95743,,,,,,,,,,,,0.31,381.16,
131.96,387.81,0.02,9.56,0,,0.08,-40.46,,-66.57,-0.01,1.21,,39307.11,35211.94,28.60509,-80.96044,,,,,,,,,,,,0.33,387.14,
132.96,393.93,0.02,9.55,0,,0.08,-41.54,,-66.56,-0.01,1.24,,39050.61,35505.13,28.60506,-80.96344,,,,,,,,,,,,0.34,393.25,
133.96,400.19,0.02,9.55,0,,0.08,-42.58,,-66.56,-0.01,1.26,,38784.56,35798.15,28.60503,-80.96644,,,,,,,,,,,,0.35,399.49,
134.96,406.57,0.02,9.54,0,,0.08,-43.59,,-66.56,-0.01,1.28,,38508.96,36090.99,28.605,-80.96944,,,,,,,,,,,,0.36,405.86,
135.98,413.19,0.02,9.53,0,,0.08,-44.58,,-66.55,0,1.3,,38218.02,36389.5,28.60497,-80.9725,,,,,,,,,,,,0.38,412.47,
136.98,419.8,0.02,9.53,0,,0.08,-45.53,,-66.55,0,1.32,,37923.16,36681.97,28.60494,-80.97549,,,,,,,,,,,,0.39,419.07,
137.98,426.51,0.03,9.52,0,,0.08,-46.44,,-66.55,0,1.35,,37618.76,36974.27,28.60491,-80.97849,,,,,,,,,,,,0.41,425.77,
139,433.45,0.03,9.51,0,,0.08,-47.35,,-66.54,0,1.37,,37298.47,37272.21,28.60488,-80.98154,,,,,,,,,,,,0.43,432.7,
140.02,440.48,0.03,9.49,0,,0.08,-48.22,,-66.54,0,1.4,,36968.29,37569.95,28.60485,-80.98459,,,,,,,,,,,,0.45,439.72,
141.02,447.45,0.03,9.48,0,,0.08,-49.05,,-66.54,0,1.42,,36635,37861.65,28.60483,-80.98758,,,,,,,,,,,,0.47,446.68,
142.04,454.63,0.03,9.45,0,,0.08,-49.87,,-66.53,0,1.44,,36285.28,38158.97,28.6048,-80.99062,,,,,,,,,,,,0.49,453.85,
143.06,461.86,0.04,9.43,0,,0.08,-50.66,,-66.53,0,1.47,,35925.72,38456.04,28.60477,-80.99366,,,,,,,,,,,,0.52,461.08,
144.08,469.15,0.04,9.4,0,,0.08,-51.43,,-66.53,0,1.5,,35556.37,38752.85,28.60474,-80.9967,,,,,,,,,,,,0.54,468.36,
145.08,476.34,0.04,9.37,0,,0.08,-52.16,,-66.52,0,1.52,,35184.77,39043.58,28.60471,-80.99968,,,,,,,,,,,,0.57,475.54,
146.08,483.56,0.05,9.33,0,,0.08,-52.87,,-66.52,0,1.55,,34803.81,39334.02,28.60468,-81.00266,,,,,,,,,,,,0.6,482.76,
147.1,490.94,0.05,9.29,0,,0.08,-53.57,,-66.52,0,1.57,,34405.63,39629.94,28.60465,-81.00569,,,,,,,,,,,,0.64,490.15,
148.12,498.35,0.06,9.24,0,,0.08,-54.25,,-66.51,0,1.6,,33997.8,39925.52,28.60462,-81.00872,,,,,,,,,,,,0.68,497.55,
149.14,505.76,0.07,9.19,0,,0.08,-54.91,,-66.51,0,1.63,,33580.38,40220.72,28.60459,-81.01174,,,,,,,,,,,,0.72,504.96,
150.14,513.02,0.07,9.13,0,,0.08,-55.53,,-66.51,0,1.65,,33161.87,40509.72,28.60457,-81.0147,,,,,,,,,,,,0.76,512.22,
151.16,520.4,0.08,9.06,0,,0.08,-56.16,,-66.5,0,1.68,,32725.62,40804.06,28.60454,-81.01771,,,,,,,,,,,,0.81,519.61,
152.18,527.76,0.09,8.98,0,,0.08,-56.76,,-66.5,0,1.71,,32279.96,41097.9,28.60451,-81.02072,,,,,,,,,,,,0.86,526.97,
153.18,534.93,0.1,8.9,0,,0.08,-57.33,,-66.5,0,1.74,,31834,41385.46,28.60448,-81.02367,,,,,,,,,,,,0.92,534.15,
154.2,542.2,0.11,8.81,0,,0.08,-57.9,,-66.49,0,1.76,,31369.98,41678.19,28.60445,-81.02667,,,,,,,,,,,,0.99,541.42,
155.2,549.25,0.12,8.7,0,,0.08,-58.44,,-66.49,0,1.79,,30906.21,41964.56,28.60442,-81.0296,,,,,,,,,,,,1.06,548.48,
156.2,556.23,0.14,8.59,0,,0.08,-58.97,,-66.48,0,1.82,,30433.78,42250.26,28.60439,-81.03253,,,,,,,,,,,,1.13,555.46,
157.2,563.1,0.15,8.46,0,,0.08,-59.48,,-66.48,0,1.84,,29952.81,42535.23,28.60437,-81.03545,,,,,,,,,,,,1.21,562.35,
158.2,569.86,0.17,8.33,0,,0.08,-59.98,,-66.48,0,1.87,,29463.44,42819.4,28.60434,-81.03836,,,,,,,,,,,,1.3,569.13,
159.2,576.5,0.19,8.18,0,,0.08,-60.47,,-66.47,0,1.9,,28965.82,43102.7,28.60431,-81.04126,,,,,,,,,,,,1.4,575.77,
160.2,582.98,0.21,8.01,0,,0.08,-60.94,,-66.47,0,1.92,,28460.11,43385.05,28.60428,-81.04415,,,,,,,,,,,,1.51,582.27,
161.2,589.29,0.23,7.83,0,,0.08,-61.41,,-66.47,0,1.95,,27946.49,43666.37,28.60425,-81.04703,,,,,,,,,,,,1.64,588.61,
162.2,595.42,0.25,7.63,0,,0.08,-61.86,,-66.46,0,1.97,,27425.17,43946.57,28.60423,-81.0499,,,,,,,,,,,,1.77,594.75,
163.2,601.32,0.28,7.42,0,,0.08,-62.3,,-66.46,0,2,,26896.36,44225.56,28.6042,-81.05276,,,,,,,,,,,,1.92,600.69,
164.2,606.99,0.31,7.18,0,,0.08,-62.73,,-66.45,0,2.02,,26360.29,44503.21,28.60417,-81.0556,,,,,,,,,,,,2.08,606.38,
