TIME;ALT;LAT;LON;MASS;DYNPRESS;BEARING;HEADING;VERTSPEED;GROUNDSPEED;ANGMOMX;ANGMOMY;ANGMOMZ;ANGVELX;ANGVELY;ANGVELZ
00:00:00;87.5297484194161;-0.0972078442573547;-74.5576782226563;0.297443687915802;3.5733304973939E-12;179.331802368164;8.17089244264935E-07;0.493704270925107;0.0912382905475916;-9.94483270915225E-05;0.000503529619891196;0.00488553568720818;0.004636624827981;0.00161591684445739;0.00655231298878789
00:00:01;128.345370368217;-0.0979770198464394;-74.5576858520508;0.283860862255096;0.0277764529121972;179.183456420898;1.0305327577953E-06;78.4485516233476;15.7678368976257;-0.0816226080060005;-0.0165977980941534;0.00695879152044654;-0.0959684699773788;0.0473315939307213;-0.223724618554115
00:00:02;249.458051199676;-0.100475944578648;-74.5577239990234;0.270278066396713;0.125500096086054;179.118453979492;-8.671152329498E-08;157.683642649929;35.1414151431659;-0.025722473859787;-0.0297026466578245;0.0113041428849101;-0.236899390816689;0.0966352373361588;-0.367060124874115
00:00:03;451.700928714359;-0.104908838868141;-74.5577926635742;0.25669527053833;0.289442269404678;179.041229248047;1.74757076365495E-06;237.127387796944;55.5847882616784;-0.00992798153311014;-0.0266614612191916;0.0124579798430204;-0.218808621168137;0.0929147228598595;-0.328166157007217
00:00:04;733.758950223331;-0.111341536045074;-74.5578994750977;0.243112459778786;0.501756977587588;178.923141479492;9.13806218250102E-07;313.638707403247;76.1310417858032;-0.00263642449863255;-0.0221081357449293;0.0113429483026266;-0.183691412210464;0.0808367878198624;-0.273322284221649
00:00:05;1086.0529872725;-0.119616203010082;-74.5580673217773;0.229529663920403;0.688901874889643;178.799682617188;5.36944753548596E-07;369.741444132376;92.2391681141719;0.00125046202447265;-0.0178290009498596;0.00983845628798008;-0.149544790387154;0.0679682195186615;-0.222662508487701
00:00:06;1481.79169710283;-0.129142507910728;-74.5582809448242;0.215946853160858;0.793274028870759;178.675537109375;-4.80248843359732E-07;404.727795645239;103.425439584819;0.00357590080238879;-0.0161773189902306;0.00851433724164963;-0.137017250061035;0.0638051256537437;-0.203883811831474
00:00:08;2280.343601414;-0.149015873670578;-74.5587844848633;0.158870607614517;0.492279220988883;178.41975402832;-1.14059196221206E-06;326.321025536459;87.6846478657629;0.0031653402838856;-0.000154527690028772;0.00473209517076612;0.00443359836935997;0.00116331607569009;-0.00688253063708544
00:00:09;2606.7394695438;-0.157482177019119;-74.5590209960938;0.156861051917076;0.433139710995589;178.299026489258;2.63470212757966E-07;315.304258797852;87.2942739705379;0.00354631268419325;-8.80221159604844E-06;0.00458162184804678;0.00630604848265648;0.000874662131536752;-0.00441121123731136
00:00:10;2925.13788866659;-0.165990471839905;-74.5592880249023;0.154851511120796;0.402367402790486;178.179992675781;1.24398002299131E-06;309.683520684982;88.405959142838;0.0036803656257689;1.70223600548525E-07;0.00485924584791064;0.00674427906051278;0.000785147247370332;-0.00451260292902589
00:00:11;3239.20022725582;-0.174641206860542;-74.5595703125;0.152841955423355;0.380195764358705;178.064331054688;4.76914863156708E-07;306.475541858573;90.2506561294958;0.00381422298960388;8.25197332687821E-07;0.00503576314076781;0.00700215110555291;0.00081061793025583;-0.00466932030394673
00:00:12;3550.70332159917;-0.18348827958107;-74.5598754882813;0.150832414627075;0.362480505339271;177.95198059082;-4.03543452875965E-07;304.512425558154;92.5244080959831;0.00393223157152534;1.18514037694695E-06;0.00519821839407086;0.00723347160965204;0.000829880591481924;-0.0048173675313592
00:00:13;3860.58701121493;-0.192564770579338;-74.5602111816406;0.148822873830795;0.347301373363442;177.843078613281;2.32788011089724E-06;303.218950753077;95.0753150963572;0.00403952645137906;1.17086949558143E-06;0.00534891244024038;0.00744299404323101;0.000847615650855005;-0.00496066361665726
00:00:14;4169.35450986761;-0.201892599463463;-74.5605697631836;0.146813318133354;0.33365685607837;177.737579345703;-2.12777695196564E-06;302.278324450407;97.8179739934906;0.00415284046903253;1.1463512237242E-06;0.00549750914797187;0.00765561778098345;0.000873373006470501;-0.00510338461026549
00:00:15;4477.26255847618;-0.211487352848053;-74.5609588623047;0.144803777337074;0.320997132541246;177.635406494141;-4.86921067022195E-07;301.508471410287;100.702367499527;0.00426322175189853;1.54666827256733E-06;0.00564346555620432;0.00786913558840752;0.000894938362762332;-0.00523683708161116
00:00:16;4784.42613616446;-0.221360832452774;-74.5613784790039;0.142794221639633;0.309018399312081;177.53630065918;-8.47109788537637E-07;300.804306881504;103.699169536227;0.00437802635133266;1.3084725196677E-06;0.00579378288239241;0.00808251090347767;0.000922733277548105;-0.00538503145799041
00:00:17;5090.86464347458;-0.231522247195244;-74.5618209838867;0.140784680843353;0.297492673529393;177.440399169922;-6.67016024635814E-08;300.070039216383;106.779187692319;0.00449251569807529;1.17211027372832E-06;0.005943370051682;0.00829660892486572;0.000950026151258498;-0.00553111173212528
00:00:18;5396.50055747782;-0.241977825760841;-74.5623016357422;0.138775140047073;0.286240842495968;177.347412109375;-1.36738412948034E-06;299.225515535058;109.915848318618;0.00460732961073518;1.26572126646352E-06;0.00609904713928699;0.00851880479604006;0.000972099194768816;-0.00567901879549026
00:00:19;5701.20488521468;-0.252732157707214;-74.5628051757813;0.136765584349632;0.275213122959342;177.257354736328;1.01386604001164E-06;298.246016577509;113.100633603976;0.00472560012713075;1.29609429677657E-06;0.00625705160200596;0.00874521303921938;0.00099689164198935;-0.00583051610738039
