TIME;ALT;LAT;LON;MASS;DYNPRESS;BEARING;HEADING;VERTSPEED;GROUNDSPEED;ANGMOMX;ANGMOMY;ANGMOMZ;ANGVELX;ANGVELY;ANGVELZ;MACH;TEMP_K;AIRDENS;PRESS_PA;THRUST;ACCX;ACCY;ACCZ;SENSORSPRES;SENSORSTEMP;GRAVX;GRAVY;GRAVZ;MACH_FERRAM;CL_FERRAM;CD_FERRAM;Q_FERRAM;REFAREA_FERRAM;AOA_FERRAM;AOS_FERRAM;AEROFORCE_X_FERRAM;AEROFORCE_Y_FERRAM;AEROFORCE_Z_FERRAM
00:00:00;98.300117325969;28.6083850860596;-80.5997467041016;0.297465413808823;3.92326815275997E-12;90.0013122558594;2.91751121039852E-06;0.453374396799617;0.205099121128885;-0.000464370561530814;3.42652856488712E-05;0.00350428908132017;-0.000596913567278534;0.00204767263494432;-0.000628025096375495;0.00605539702818665;282.24853515625;1.23613890647319;100154.067993164;26.1467475891113;1.0858079794154;0.540900133346484;-0.26715929173243;100.182815551758;289.266055131345;-8.38380290677922;-4.70199054100973;-2.00860616035741;2.38087539109763E-06;0;0;3.97378016939606E-10;0.114172065831505;2.20665538229326;26.6989281467486;0;0;0
00:00:01;138.239807134494;28.6083850860596;-80.599967956543;0.283349961042404;0.0332784583511322;90.2126998901367;-3.89001525036292E-06;73.3472793476163;41.9226496764619;0.00717978551983833;-0.00634839758276939;0.0600600130856037;-0.0949782133102417;-0.0047188363969326;0.0258967243134975;0.255730807754294;282.143127441406;1.23076880078777;99681.7321777344;26.1574783325195;68.2430576501512;32.1296299140882;-29.1308350392962;99.7238311767578;289.267795447107;-8.38370563244952;-4.70193151998669;-2.0085484195282;0.219781639283031;0.000190746564550952;0.00309683149603895;3.22942465766813;0.114172065831505;-0.00508473942024664;0.116146058999614;-0.00147943815682083;-0.00132211484014988;-0.00222632824443281
00:00:02;255.30723399017;28.6083812713623;-80.6006927490234;0.269234508275986;0.154425232446912;90.2535705566406;9.7250381259073E-07;146.46764021148;92.2474291642916;0.00886090006679296;-0.0107392957434058;0.0492349341511726;-0.149554669857025;-0.0374610126018524;0.0510004721581936;0.519433177178537;281.823547363281;1.21519045392363;98308.5403442383;26.1890144348145;70.8276137529296;33.0087863424548;-33.5662668072887;98.3664093017578;289.281152092562;-8.383423303902;-4.70175834749708;-2.00836799083348;0.476699842913542;0.000215815536318038;0.00244555152514563;15.3275487785877;0.114172065831505;0.00499472674806004;-0.00703876675650757;-0.0040554441511631;-0.00361040071584284;-0.0017849033465609
00:00:03;450.653202763759;28.608377456665;-80.6019973754883;0.255119025707245;0.369982450791734;90.283317565918;-6.80752509651938E-06;220.896960507243;147.390118573771;0.0111580165103078;-0.00836679060012102;0.0318560265004635;-0.114772573113441;-0.0313102602958679;0.0438000708818436;0.795115186411396;281.255645751953;1.18972037368684;96054.069519043;26.2374668121338;72.6369348668515;33.4249922564753;-37.154962072741;96.127197265625;289.306270101836;-8.38295537006991;-4.70146924458451;-2.0080541760062;0.74640872718568;0.000159922832964922;0.0292135412602677;36.989995695456;0.114172065831505;0.00440259720304115;-0.00665312536862279;-0.104407295584679;-0.0543008111417294;0.0381602980196476
00:00:04;724.489828238264;28.6083679199219;-80.6039123535156;0.241003572940826;0.666582747544062;90.3086853027344;0;293.098480757135;203.72722942532;0.0122897224500775;-0.0112189967185259;0.0227476209402084;-0.148993328213692;-0.0522630177438259;0.0635476335883141;1.06800216938286;280.389007568359;1.15507788618721;92969.7952270508;26.2965364456177;68.1666826245398;31.0255297724402;-37.1249163206868;93.0564270019531;289.362525566941;-8.38230264308407;-4.70106384331764;-2.00760154915006;1.01827043420604;8.13839045885781E-05;0.0633372956035196;66.9479676589382;0.114172065831505;0.00337690906037484;-0.0046872727684108;-0.404693245887756;-0.199601143598557;0.176045820116997
00:00:05;1067.39220110606;28.6083564758301;-80.6063995361328;0.226888105273247;0.962827003382516;90.3318481445313;0;352.142092972746;252.877443827529;0.0121193043887615;-0.0019041890045628;0.0179405994713306;-0.0304823126643896;0.000397431402234361;0.0100849196314812;1.29864863172003;279.193054199219;1.11334892416086;89228.8970947266;26.3572292327881;57.9695020672182;26.0366624242705;-33.7989334865345;89.3247375488281;289.622076630577;-8.38148853688092;-4.70055606323565;-2.00702219499631;1.24910096179664;5.25471915867525E-05;0.0814657833798177;96.9644055361776;0.114172065831505;0.00256068748791999;-0.00329823119238479;-0.748950064182281;-0.364672839641571;0.346359580755234
00:00:06;1474.31672579236;28.6083393096924;-80.6094360351563;0.212772652506828;1.31412266061206;90.3583984375;-1.94500671568676E-06;415.157637478281;306.443560330198;0.0104919904842973;-0.00155597773846239;0.015361444093287;-0.0252823680639267;0.000810861587524414;0.00835830718278885;1.54954099091136;277.623779296875;1.0660507512529;84957.9772949219;26.4124250411987;63.7562128286387;28.5094643688757;-37.8070967972244;85.0624084472656;290.172567321815;-8.38052580969158;-4.6999533463233;-2.00632186034208;1.4954035275778;1.80808030175245E-05;0.121842899983388;132.434803503984;0.114172065831505;0.00218434068758749;-0.00222397717083222;-1.5231055021286;-0.725221633911133;0.741021990776062
00:00:08;2342.92181388289;28.6083011627197;-80.6161727905273;0.158892348408699;1.08895913694051;90.3800582885742;-5.83501832807087E-06;379.021884057835;294.493827744452;0.00491790007799864;0.00292043527588248;0.00829790439456701;0.0431958772242069;0.0337459407746792;-0.0274987015873194;1.44677405032148;273.785339355469;0.972424161537948;76425.0183105469;4.57354593276978;-28.0752431006348;-13.7457474301158;8.35283370145265;76.5118942260742;292.051067860211;-8.37848031989485;-4.6986665503642;-2.00479140370017;1.43532616160423;-1.65039393336311E-07;0.150127357980574;110.728328518539;0.0566038856048025;0.00126525950597589;-0.00218677506806157;-0.770881593227386;-0.35575470328331;0.405687034130096
00:00:09;2740.92792013474;28.6082820892334;-80.619384765625;0.156803995370865;1.01740149906694;90.3833618164063;-2.91750825454073E-06;372.2770382241;297.439247402944;0.00452073942869902;0.0013654688373208;0.00865002442151308;0.0168007891625166;0.0217777080833912;-0.0140784811228514;1.4415382535162;271.830505371094;0.932552800740512;72768.1350708008;4.57569742202759;-4.42645651180306;-2.92360819192941;-4.19381004014181;72.8500518798828;292.941654414245;-8.37754783252296;-4.69807693011317;-2.00407173966236;1.42180664655641;-1.26613672823541E-07;0.14727499599942;103.192871157559;0.0566038856048025;0.00119513073459099;-0.00222792003760583;-0.700923323631287;-0.321692377328873;0.381144106388092
00:00:10;3132.35123008676;28.6082630157471;-80.6226272583008;0.154715642333031;0.967409149234167;90.3862380981445;4.86251337861177E-06;366.558964490211;301.29564676775;0.00443306053057313;0.000659929821267724;0.00892676413059235;0.00480591505765915;0.0166042614728212;-0.00779993506148458;1.44090353049204;269.803894042969;0.895019102204573;69318.6569213867;4.5766773223877;-3.44038974455067;-2.48542251878954;-4.82035923474455;69.3960952758789;293.756272000915;-8.37663410610591;-4.69749706830012;-2.00335098845157;1.42051840187825;9.48974320329323E-08;0.147517034269631;98.1101623642836;0.0566038856048025;0.00116810002332237;-0.00231700368872782;-0.663553357124329;-0.302806794643402;0.373027622699738
