Time,Surface Speed (m/s),GForce (g),Acceleration (m/s^2),Thrust (kN),TWR,Mass (t),Pitch (deg),Heading (deg),Roll (deg),Angle of Attack (deg),Mach number,Altitude from Terrain (m),Altitude from the Sea (m),Downrange Distance (m),Latitude (deg),Longitude (deg),Apoapsis (m),Periapsis (m),Time to Apoapsis (s),Time to Periapsis (s),Inclination (deg),Orbital Velocity (m/s),Gravity (m/s^2),Target Distance (m),Target Speed (m/s),Stage DeltaV (m/s),Vessel DeltaV (m/s),Pressure (kPa),External Temperature (K),
11.1,471.07,0.85,2.99,4.58,,0.15,73.68,,-60.08,0,1.42,,3973.69,1030.95,28.60828,-80.61031,,,,,,,,,,,,62.46,471.17,
12.12,470.83,0.97,2.85,4.57,,0.15,73.32,,-60.5,0,1.43,,4434.17,1167.3,28.60826,-80.6117,,,,,,,,,,,,58.9,470.8,
13.12,471.69,1.07,3.13,4.57,,0.15,72.97,,-60.73,0,1.44,,4885.1,1303.84,28.60825,-80.6131,,,,,,,,,,,,55.59,471.55,
14.12,473.55,1.17,3.66,4.57,,0.15,72.61,,-60.87,0,1.45,,5336.49,1443.58,28.60823,-80.61453,,,,,,,,,,,,52.42,473.3,
15.12,476.34,1.26,4.29,4.57,,0.15,72.25,,-60.95,0,1.47,,5789.22,1586.85,28.60821,-80.616,,,,,,,,,,,,49.4,475.99,
16.12,479.98,1.34,4.96,4.56,,0.14,71.88,,-61.01,0,1.49,,6244.09,1734.01,28.6082,-80.61751,,,,,,,,,,,,46.51,479.54,
17.12,484.42,1.42,5.63,4.56,,0.14,71.51,,-61.05,0,1.51,,6701.85,1885.36,28.60818,-80.61906,,,,,,,,,,,,43.74,483.9,
18.14,489.72,1.5,6.29,4.56,,0.14,71.12,,-61.07,0,1.53,,7172.44,2044.39,28.60816,-80.62069,,,,,,,,,,,,41.04,489.11,
19.16,495.74,1.56,6.92,4.55,,0.14,70.74,,-61.09,0,1.56,,7647.43,2208.46,28.60814,-80.62237,,,,,,,,,,,,38.45,495.06,
20.16,502.29,1.63,7.51,4.55,,0.14,70.36,,-61.1,0,1.59,,8117.95,2374.51,28.60811,-80.62407,,,,,,,,,,,,36.02,501.54,
21.16,509.45,1.68,8.07,4.55,,0.13,69.97,,-61.11,0,1.62,,8593.81,2546.01,28.60809,-80.62582,,,,,,,,,,,,33.69,508.63,
22.18,517.35,1.74,8.64,4.55,,0.13,69.58,,-61.12,0,1.66,,9085.19,2726.84,28.60807,-80.62768,,,,,,,,,,,,31.41,516.47,
23.18,525.69,1.8,9.21,4.54,,0.13,69.2,,-61.13,0,1.7,,9573.33,2910.23,28.60805,-80.62956,,,,,,,,,,,,29.28,524.74,
24.18,534.62,1.86,9.79,4.54,,0.13,68.81,,-61.13,0,1.74,,10068.3,3099.98,28.60802,-80.6315,,,,,,,,,,,,27.24,533.61,
25.18,544.16,1.92,10.39,4.54,,0.13,68.43,,-61.14,0,1.78,,10570.58,3296.39,28.608,-80.63351,,,,,,,,,,,,25.29,543.08,
26.18,554.35,1.98,11.02,4.54,,0.12,68.04,,-61.14,0,1.83,,11080.69,3499.8,28.60797,-80.63559,,,,,,,,,,,,23.43,553.2,
27.2,565.44,2.05,11.71,4.53,,0.12,67.65,,-61.15,0,1.88,,11609.63,3714.86,28.60794,-80.6378,,,,,,,,,,,,21.63,564.21,
28.2,577.05,2.13,12.44,4.53,,0.12,67.27,,-61.15,0,1.93,,12137.25,3933.53,28.60791,-80.64004,,,,,,,,,,,,19.95,575.73,
29.22,589.71,2.21,13.26,4.53,,0.12,66.88,,-61.15,0,1.98,,12685.31,4164.96,28.60788,-80.64241,,,,,,,,,,,,18.33,588.3,
30.22,603.02,2.3,14.14,4.53,,0.12,66.5,,-61.16,0,2.04,,13233.03,4400.54,28.60785,-80.64482,,,,,,,,,,,,16.83,601.51,
31.24,617.55,2.39,15.08,4.53,,0.11,66.12,,-61.16,0,2.1,,13803.09,4650.19,28.60782,-80.64738,,,,,,,,,,,,15.38,615.98,
32.26,633.08,2.49,16.05,4.53,,0.11,65.74,,-61.16,0,2.17,,14385.49,4909.83,28.60778,-80.65004,,,,,,,,,,,,14.02,631.54,
33.26,649.32,2.59,17.05,4.53,,0.11,65.38,,-61.17,0,2.24,,14969.27,5174.61,28.60775,-80.65275,,,,,,,,,,,,12.76,647.99,
34.28,666.96,2.7,18.11,4.53,,0.11,65.01,,-61.17,0,2.31,,15578.66,5455.71,28.60771,-80.65563,,,,,,,,,,,,11.56,666.13,
35.28,685.37,2.81,19.22,4.52,,0.11,64.65,,-61.17,0,2.37,,16190.66,5742.7,28.60767,-80.65857,,,,,,,,,,,,10.46,685.39,
36.28,704.95,2.93,20.39,4.52,,0.1,64.3,,-61.17,0,2.44,,16818.01,6041.6,28.60763,-80.66163,,,,,,,,,,,,9.44,706.27,
37.28,725.76,3.05,21.62,4.52,,0.1,63.95,,-61.17,0,2.52,,17461.71,6353.07,28.60759,-80.66482,,,,,,,,,,,,8.5,728.93,
38.3,748.31,3.19,22.93,4.52,,0.1,63.61,,-61.17,0,2.59,,18136.18,6684.43,28.60755,-80.66821,,,,,,,,,,,,7.61,754.07,
39.32,772.23,3.32,24.28,4.52,,0.1,63.27,,-61.17,0,2.66,,18829.86,7030.36,28.6075,-80.67176,,,,,,,,,,,,6.8,781.47,
40.34,797.59,3.46,25.68,4.52,,0.1,62.93,,-61.17,0,2.74,,19543.91,7391.64,28.60745,-80.67546,,,,,,,,,,,,6.06,811.36,
41.34,823.86,3.6,27.09,4.52,,0.09,62.61,,-61.17,0,2.82,,20264.89,7761.56,28.6074,-80.67925,,,,,,,,,,,,5.39,843.4,
42.34,851.58,3.75,28.53,4.52,,0.09,62.3,,-61.17,0,2.9,,21007.76,8147.84,28.60735,-80.6832,,,,,,,,,,,,4.79,878.53,
43.36,881.38,3.9,30.03,4.52,,0.09,61.99,,-61.17,0,2.99,,21789.27,8559.56,28.60729,-80.68742,,,,,,,,,,,,4.23,918.03,
44.38,912.75,4.06,31.57,4.52,,0.09,61.69,,-61.17,0,3.08,,22596.06,8990.08,28.60724,-80.69183,,,,,,,,,,,,3.73,961.81,
45.38,945.06,4.21,33.13,4.52,,0.09,61.4,,-61.17,0,3.18,,23412.85,9431.31,28.60718,-80.69635,,,,,,,,,,,,3.28,1009.41,
46.38,978.98,4.38,34.73,4.52,,0.08,61.11,,-61.16,0,3.28,,24256.45,9892.41,28.60711,-80.70107,,,,,,,,,,,,2.88,1062.29,
47.38,1014.54,4.54,36.38,4.52,,0.08,60.84,,-61.16,0,3.38,,25128.18,10374.31,28.60705,-80.70601,,,,,,,,,,,,2.52,1121.15,
48.38,1051.8,4.72,38.09,4.52,,0.08,60.57,,-61.16,0,3.49,,26029.39,10878,28.60698,-80.71117,,,,,,,,,,,,2.2,1186.76,
49.4,1091.62,4.9,39.9,4.52,,0.08,60.31,,-61.16,0,3.61,,26980.41,11415.25,28.60691,-80.71667,,,,,,,,,,,,1.9,1261.48,
50.42,1133.34,5.09,41.78,4.52,,0.08,60.05,,-61.16,0,3.73,,27965.06,11977.31,28.60683,-80.72243,,,,,,,,,,,,1.64,1344.97,
51.42,1125.34,0.69,15.9,0,,0.08,59.8,,-61.16,0,3.71,,28945.02,12542.28,28.60676,-80.72821,,,,,,,,,,,,1.42,1335.16,
52.44,1110.72,0.58,14.88,0,,0.08,59.54,,-61.15,0,3.65,,29929.13,13115.36,28.60668,-80.73408,,,,,,,,,,,,1.22,1297.85,
53.44,1097.33,0.49,14.06,0,,0.08,59.29,,-61.15,0,3.59,,30879.35,13674.38,28.6066,-80.73981,,,,,,,,,,,,1.06,1264.96,
54.46,1084.49,0.41,13.36,0,,0.08,59.02,,-61.15,0,3.53,,31834.46,14242.12,28.60653,-80.74562,,,,,,,,,,,,0.93,1234.66,
55.46,1072.58,0.35,12.79,0,,0.08,58.75,,-61.15,0,3.48,,32757.63,14796.65,28.60645,-80.7513,,,,,,,,,,,,0.81,1207.64,
56.46,1061.22,0.3,12.32,0,,0.08,58.47,,-61.15,0,3.42,,33668.23,15349.43,28.60638,-80.75697,,,,,,,,,,,,0.71,1182.83,
57.48,1050.13,0.25,11.92,0,,0.08,58.19,,-61.14,0,3.37,,34584.53,15911.69,28.6063,-80.76272,,,,,,,,,,,,0.63,1159.44,
58.5,1039.46,0.22,11.58,0,,0.08,57.9,,-61.14,0,3.33,,35488.58,16472.6,28.60622,-80.76847,,,,,,,,,,,,0.55,1137.72,
59.5,1029.36,0.19,11.29,0,,0.08,57.61,,-61.14,0,3.28,,36363.34,17021.36,28.60615,-80.77409,,,,,,,,,,,,0.49,1117.85,
60.52,1019.38,0.16,11.05,0,,0.08,57.31,,-61.14,0,3.23,,37244.05,17580.1,28.60607,-80.77981,,,,,,,,,,,,0.43,1098.86,
61.52,1009.86,0.13,10.84,0,,0.08,57.01,,-61.14,0,3.19,,38096.42,18127.03,28.606,-80.78541,,,,,,,,,,,,0.38,1081.36,
62.52,1000.58,0.11,10.67,0,,0.08,56.71,,-61.14,0,3.15,,38938.02,18673.24,28.60592,-80.79101,,,,,,,,,,,,0.34,1064.84,
63.54,991.32,0.1,10.51,0,,0.08,56.4,,-61.13,0,3.11,,39785.52,19229.72,28.60585,-80.79671,,,,,,,,,,,,0.31,1048.89,
64.54,982.43,0.08,10.38,0,,0.08,56.08,,-61.13,0,3.07,,40605.83,19774.74,28.60578,-80.80229,,,,,,,,,,,,0.27,1034.06,
65.56,973.54,0.07,10.27,0,,0.08,55.75,,-61.13,0,3.03,,41431.9,20330.18,28.6057,-80.80798,,,,,,,,,,,,0.25,1019.68,
66.56,964.96,0.06,10.18,0,,0.08,55.43,,-61.13,0,2.99,,42231.43,20874.32,28.60563,-80.81355,,,,,,,,,,,,0.22,1006.24,
67.56,956.48,0.05,10.13,0,,0.08,55.1,,-61.13,0,2.95,,43020.81,21418.12,28.60555,-80.81912,,,,,,,,,,,,0.2,993.39,
68.56,948.08,0.05,10.08,0,,0.08,54.76,,-61.13,0,2.92,,43800.08,21961.58,28.60548,-80.82469,,,,,,,,,,,,0.18,981.07,
69.56,939.77,0.04,10.04,0,,0.08,54.42,,-61.12,0,2.88,,44569.29,22504.76,28.6054,-80.83025,,,,,,,,,,,,0.16,969.26,
70.58,931.37,0.04,10.01,0,,0.08,54.07,,-61.12,0,2.85,,45343.56,23058.51,28.60533,-80.83593,,,,,,,,,,,,0.15,957.69,
71.6,923.04,0.04,9.97,0,,0.08,53.71,,-61.12,0,2.82,,46107.44,23612,28.60525,-80.84159,,,,,,,,,,,,0.13,946.56,
72.6,914.95,0.03,9.95,0,,0.08,53.35,,-61.12,0,2.79,,46846.28,24154.4,28.60518,-80.84715,,,,,,,,,,,,0.12,936.05,
73.6,906.93,0.03,9.92,0,,0.08,52.98,,-61.12,0,2.76,,47575.2,24696.58,28.60511,-80.8527,,,,,,,,,,,,0.11,925.89,
74.6,898.97,0.03,9.9,0,,0.08,52.61,,-61.12,0,2.73,,48294.21,25238.56,28.60503,-80.85825,,,,,,,,,,,,0.1,916.06,
75.6,891.07,0.03,9.88,0,,0.08,52.23,,-61.12,0,2.71,,49003.35,25780.35,28.60496,-80.8638,,,,,,,,,,,,0.09,906.53,
76.6,883.23,0.02,9.86,0,,0.08,51.84,,-61.11,0,2.68,,49702.62,26321.96,28.60489,-80.86935,,,,,,,,,,,,0.09,897.27,
77.62,875.3,0.02,9.84,0,,0.08,51.44,,-61.11,0,2.66,,50405.74,26874.23,28.60481,-80.87501,,,,,,,,,,,,0.08,888.07,
78.62,867.59,0.02,9.83,0,,0.08,51.04,,-61.11,0,2.64,,51085.14,27415.52,28.60474,-80.88055,,,,,,,,,,,,0.07,879.27,
79.62,859.93,0.02,9.81,0,,0.08,50.64,,-61.11,0,2.62,,51754.74,27956.65,28.60466,-80.88609,,,,,,,,,,,,0.07,870.66,
80.64,852.18,0.02,9.8,0,,0.08,50.22,,-61.11,0,2.6,,52427.64,28508.47,28.60459,-80.89175,,,,,,,,,,,,0.06,862.05,
81.64,844.64,0.02,9.79,0,,0.08,49.8,,-61.11,0,2.59,,53077.46,29049.34,28.60452,-80.89729,,,,,,,,,,,,0.06,853.76,
82.64,837.16,0.01,9.78,0,,0.08,49.37,,-61.1,0,2.57,,53717.5,29590.08,28.60444,-80.90282,,,,,,,,,,,,0.05,845.61,
83.66,829.6,0.01,9.77,0,,0.08,48.93,,-61.1,0.01,2.55,,54360.3,30141.51,28.60437,-80.90847,,,,,,,,,,,,0.05,837.41,
84.66,822.23,0.01,9.76,0,,0.08,48.49,,-61.1,0.01,2.54,,54980.63,30682.02,28.60429,-80.91401,,,,,,,,,,,,0.04,829.46,
85.66,814.93,0.01,9.75,0,,0.08,48.04,,-61.1,0.01,2.52,,55591.23,31222.41,28.60422,-80.91954,,,,,,,,,,,,0.04,821.62,
86.66,807.69,0.01,9.74,0,,0.08,47.58,,-61.1,0.01,2.51,,56192.09,31762.71,28.60415,-80.92508,,,,,,,,,,,,0.04,813.89,
87.66,800.51,0.01,9.73,0,,0.08,47.11,,-61.1,0.01,2.49,,56783.22,32302.91,28.60407,-80.93061,,,,,,,,,,,,0.03,806.25,
88.66,793.39,0.01,9.73,0,,0.08,46.64,,-61.1,0.01,2.48,,57364.63,32843.01,28.604,-80.93614,,,,,,,,,,,,0.03,798.71,
89.66,786.33,0.01,9.72,0,,0.08,46.16,,-61.1,0.01,2.47,,57936.33,33383.02,28.60393,-80.94167,,,,,,,,,,,,0.03,791.26,
90.66,779.34,0.01,9.71,0,,0.08,45.67,,-61.09,0.01,2.45,,58498.32,33922.95,28.60385,-80.9472,,,,,,,,,,,,0.03,783.9,
91.66,772.41,0.01,9.71,0,,0.08,45.17,,-61.09,0.01,2.44,,59050.61,34462.79,28.60378,-80.95273,,,,,,,,,,,,0.03,776.64,
92.66,765.54,0.01,9.7,0,,0.08,44.66,,-61.09,0.01,2.43,,59593.2,35002.56,28.60371,-80.95826,,,,,,,,,,,,0.02,769.45,
93.68,758.61,0.01,9.7,0,,0.08,44.13,,-61.09,0.01,2.41,,60136.66,35553.04,28.60363,-80.9639,,,,,,,,,,,,0.02,762.22,
94.68,751.88,0.01,9.69,0,,0.08,43.61,,-61.09,0.02,2.4,,60659.69,36092.65,28.60356,-80.96942,,,,,,,,,,,,0.02,755.21,
95.68,745.22,0.01,9.69,0,,0.08,43.07,,-61.09,0.02,2.39,,61173.03,36632.19,28.60349,-80.97495,,,,,,,,,,,,0.02,748.29,
96.68,738.64,0.01,9.68,0,,0.08,42.53,,-61.09,0.02,2.37,,61676.7,37171.66,28.60341,-80.98048,,,,,,,,,,,,0.02,741.45,
97.7,731.99,0.01,9.68,0,,0.08,41.97,,-61.09,0.02,2.36,,62180.48,37721.85,28.60334,-80.98611,,,,,,,,,,,,0.02,734.57,
98.72,725.43,0.01,9.68,0,,0.08,41.39,,-61.08,0.02,2.35,,62674.2,38271.98,28.60326,-80.99175,,,,,,,,,,,,0.02,727.79,
99.74,718.94,0.01,9.67,0,,0.08,40.81,,-61.08,0.02,2.33,,63157.86,38822.04,28.60319,-80.99738,,,,,,,,,,,,0.01,721.1,
100.74,712.66,0.01,9.67,0,,0.08,40.23,,-61.08,0.03,2.32,,63622.29,39361.26,28.60311,-81.0029,,,,,,,,,,,,0.01,714.63,
101.74,706.45,0,9.66,0,,0.08,39.63,,-61.08,0.03,2.3,,64077.05,39900.42,28.60304,-81.00842,,,,,,,,,,,,0.01,708.26,
102.74,700.33,0,9.66,0,,0.08,39.03,,-61.08,0.03,2.29,,64522.17,40439.53,28.60297,-81.01395,,,,,,,,,,,,0.01,701.99,
103.74,694.29,0,9.66,0,,0.08,38.42,,-61.08,0.03,2.28,,64957.64,40978.58,28.60289,-81.01947,,,,,,,,,,,,0.01,695.81,
104.74,688.34,0,9.66,0,,0.08,37.79,,-61.08,0.04,2.26,,65383.45,41517.58,28.60282,-81.02499,,,,,,,,,,,,0.01,689.72,
105.76,682.35,0,9.65,0,,0.08,37.15,,-61.08,0.04,2.25,,65807.86,42067.31,28.60275,-81.03062,,,,,,,,,,,,0.01,683.62,
106.76,676.58,0,9.65,0,,0.08,36.5,,-61.08,0.04,2.24,,66214.2,42606.21,28.60267,-81.03614,,,,,,,,,,,,0.01,677.74,
107.78,670.78,0,9.65,0,,0.08,35.84,,-61.08,0.05,2.23,,66618.74,43155.84,28.6026,-81.04177,,,,,,,,,,,,0.01,671.85,
108.78,665.19,0,9.64,0,,0.08,35.17,,-61.07,0.05,2.21,,67005.61,43694.65,28.60252,-81.04729,,,,,,,,,,,,0.01,666.18,
109.8,659.58,0,9.64,0,,0.08,34.48,,-61.07,0.05,2.2,,67390.3,44244.19,28.60245,-81.05291,,,,,,,,,,,,0.01,660.5,
110.8,654.18,0,9.64,0,,0.08,33.79,,-61.07,0.06,2.19,,67757.72,44782.91,28.60238,-81.05843,,,,,,,,,,,,0.01,655.03,
111.8,648.89,0,9.64,0,,0.08,33.09,,-61.07,0.06,2.18,,68115.5,45321.59,28.6023,-81.06395,,,,,,,,,,,,0.01,649.68,
112.8,643.69,0,9.64,0,,0.08,32.38,,-61.07,0.07,2.16,,68463.66,45860.23,28.60223,-81.06947,,,,,,,,,,,,0.01,644.43,
113.8,638.6,0,9.63,0,,0.08,31.66,,-61.07,0.07,2.15,,68802.2,46398.83,28.60216,-81.07498,,,,,,,,,,,,0.01,639.29,
114.8,633.61,0,9.63,0,,0.08,30.93,,-61.07,0.07,2.14,,69131.11,46937.4,28.60208,-81.0805,,,,,,,,,,,,0.01,634.26,
115.8,628.73,0,9.63,0,,0.08,30.19,,-61.07,0.08,2.13,,69450.4,47475.92,28.60201,-81.08601,,,,,,,,,,,,0.01,629.35,
116.8,623.97,0,9.63,0,,0.08,29.43,,-61.07,0.08,2.12,,69760.07,48014.41,28.60194,-81.09153,,,,,,,,,,,,0.01,624.55,
117.82,619.22,0,9.63,0,,0.08,28.65,,-61.07,0.09,2.11,,70066.03,48563.63,28.60186,-81.09715,,,,,,,,,,,,0.01,619.77,
118.84,614.6,0,9.63,0,,0.08,27.86,,-61.07,0.09,2.09,,70361.97,49112.82,28.60179,-81.10278,,,,,,,,,,,,0.01,615.12,
119.84,610.18,0,9.62,0,,0.08,27.07,,-61.07,0.1,2.08,,70642.41,49651.2,28.60171,-81.10829,,,,,,,,,,,,0,610.69,
120.86,605.81,0,9.62,0,,0.08,26.25,,-61.07,0.1,2.07,,70918.55,50200.31,28.60164,-81.11392,,,,,,,,,,,,0,606.29,
121.86,601.64,0,9.62,0,,0.08,25.44,,-61.07,0.11,2.06,,71179.56,50738.63,28.60157,-81.11943,,,,,,,,,,,,0,602.1,
122.86,597.6,0,9.62,0,,0.08,24.62,,-61.06,0.11,2.05,,71430.97,51276.91,28.60149,-81.12494,,,,,,,,,,,,0,598.04,
123.86,593.69,0,9.62,0,,0.08,23.79,,-61.06,0.12,2.04,,71672.76,51815.17,28.60142,-81.13046,,,,,,,,,,,,0,594.11,
124.86,589.91,0,9.62,0,,0.08,22.94,,-61.06,0.12,2.03,,71904.95,52353.39,28.60135,-81.13597,,,,,,,,,,,,0,590.32,
125.86,586.26,0,9.62,0,,0.08,22.08,,-61.06,0.13,2.02,,72127.53,52891.58,28.60127,-81.14148,,,,,,,,,,,,0,586.65,
126.86,582.75,0,9.62,0,,0.08,21.21,,-61.06,0.13,2.01,,72340.5,53429.74,28.6012,-81.14699,,,,,,,,,,,,0,583.13,
127.86,579.37,0,9.62,0,,0.08,20.34,,-61.06,0.14,2,,72543.86,53967.88,28.60113,-81.1525,,,,,,,,,,,,0,579.74,
128.86,576.14,0,9.61,0,,0.08,19.45,,-61.06,0.14,1.99,,72737.63,54505.98,28.60105,-81.15802,,,,,,,,,,,,0,576.49,
129.88,572.99,0,9.61,0,,0.08,18.53,,-61.06,0.14,1.98,,72925.37,55054.83,28.60098,-81.16364,,,,,,,,,,,,0,573.32,
130.88,570.05,0,9.61,0,,0.08,17.61,,-61.06,0.14,1.97,,73099.73,55592.88,28.6009,-81.16915,,,,,,,,,,,,0,570.36,
131.88,567.25,0,9.61,0,,0.08,16.69,,-61.06,0.15,1.97,,73264.5,56130.91,28.60083,-81.17466,,,,,,,,,,,,0,567.55,
132.9,564.56,0,9.61,0,,0.08,15.74,,-61.06,0.15,1.96,,73422.66,56679.67,28.60076,-81.18028,,,,,,,,,,,,0,564.84,
133.92,562.02,0,9.61,0,,0.08,14.78,,-61.06,0.15,1.95,,73570.84,57228.4,28.60068,-81.1859,,,,,,,,,,,,0,562.28,
134.92,559.68,0,9.61,0,,0.08,13.83,,-61.06,0.15,1.94,,73706.42,57766.36,28.60061,-81.19141,,,,,,,,,,,,0,559.93,
135.92,557.5,0,9.61,0,,0.08,12.87,,-61.06,0.15,1.94,,73832.41,58304.28,28.60053,-81.19692,,,,,,,,,,,,0,557.74,
136.92,555.48,0,9.61,0,,0.08,11.9,,-61.06,0.14,1.93,,73948.79,58842.19,28.60046,-81.20243,,,,,,,,,,,,0,555.7,
137.92,553.62,0,9.61,0,,0.08,10.92,,-61.06,0.14,1.93,,74055.58,59380.07,28.60039,-81.20794,,,,,,,,,,,,0,553.82,
138.92,551.92,0,9.61,0,,0.08,9.93,,-61.06,0.14,1.92,,74152.77,59917.94,28.60031,-81.21345,,,,,,,,,,,,0,552.1,
139.92,550.38,0,9.61,0,,0.08,8.93,,-61.06,0.13,1.92,,74240.37,60455.78,28.60024,-81.21895,,,,,,,,,,,,0,550.54,
140.92,549,0,9.61,0,,0.08,7.93,,-61.06,0.12,1.91,,74318.37,60993.6,28.60017,-81.22446,,,,,,,,,,,,0,549.14,
141.94,547.77,0,9.6,0,,0.08,6.9,,-61.06,0.12,1.91,,74388.04,61542.15,28.60009,-81.23008,,,,,,,,,,,,0,547.89,
142.94,546.72,0,9.6,0,,0.08,5.88,,-61.06,0.11,1.91,,74446.67,62079.94,28.60002,-81.23559,,,,,,,,,,,,0,546.83,
143.94,545.84,0,9.6,0,,0.08,4.86,,-61.06,0.1,1.9,,74495.69,62617.7,28.59994,-81.2411,,,,,,,,,,,,0,545.93,
144.94,545.13,0,9.6,0,,0.08,3.83,,-61.06,0.09,1.9,,74535.13,63155.44,28.59987,-81.2466,,,,,,,,,,,,0,545.2,
145.94,544.59,0,9.6,0,,0.08,2.8,,-61.06,0.07,1.9,,74564.97,63693.16,28.5998,-81.25211,,,,,,,,,,,,0,544.64,
146.94,544.22,0,9.6,0,,0.08,1.77,,-61.06,0.06,1.9,,74585.22,64230.87,28.59972,-81.25762,,,,,,,,,,,,0,544.25,
147.96,544.01,0,9.6,0,,0.08,0.71,,-61.07,0.05,1.9,,74596,64779.32,28.59965,-81.26323,,,,,,,,,,,,0,544.02,
148.98,543.98,0,9.6,0,,0.08,-0.36,,-61.07,0.03,1.9,,74596.79,65327.74,28.59957,-81.26885,,,,,,,,,,,,0,543.97,
149.98,544.11,0,9.6,0,,0.08,-1.4,,-61.07,0.01,1.9,,74587.88,65865.4,28.5995,-81.27436,,,,,,,,,,,,0,544.09,
150.98,544.42,0,9.6,0,,0.08,-2.44,,-61.07,0,1.9,,74569.38,66403.04,28.59943,-81.27986,,,,,,,,,,,,0,544.38,
151.98,544.9,0,9.6,0,,0.08,-3.49,,-61.07,-0.02,1.9,,74541.29,66940.66,28.59935,-81.28537,,,,,,,,,,,,0,544.84,
152.98,545.54,0,9.6,0,,0.08,-4.53,,-61.07,-0.04,1.9,,74503.61,67478.27,28.59928,-81.29088,,,,,,,,,,,,0,545.46,
153.98,546.35,0,9.6,0,,0.08,-5.57,,-61.07,-0.06,1.9,,74456.34,68015.86,28.59921,-81.29638,,,,,,,,,,,,0,546.25,
154.98,547.32,0,9.6,0,,0.08,-6.61,,-61.07,-0.08,1.91,,74399.48,68553.44,28.59913,-81.30189,,,,,,,,,,,,0,547.21,
156,548.49,0,9.6,0,,0.08,-7.66,,-61.07,-0.09,1.91,,74331.6,69101.76,28.59906,-81.3075,,,,,,,,,,,,0,548.36,
157,549.8,0,9.6,0,,0.08,-8.69,,-61.07,-0.11,1.91,,74255.36,69639.31,28.59898,-81.31301,,,,,,,,,,,,0,549.65,
158,551.27,0,9.6,0,,0.08,-9.71,,-61.07,-0.13,1.92,,74169.54,70176.84,28.59891,-81.31852,,,,,,,,,,,,0,551.1,
159,552.91,0,9.6,0,,0.08,-10.72,,-61.07,-0.14,1.92,,74074.12,70714.36,28.59884,-81.32402,,,,,,,,,,,,0,552.72,
160,554.7,0,9.6,0,,0.08,-11.73,,-61.07,-0.16,1.93,,73969.12,71251.87,28.59876,-81.32953,,,,,,,,,,,,0,554.5,
161,556.66,0,9.6,0,,0.08,-12.72,,-61.08,-0.17,1.93,,73854.52,71789.37,28.59869,-81.33503,,,,,,,,,,,,0,556.43,
162,558.77,0,9.6,0,,0.08,-13.71,,-61.08,-0.18,1.94,,73730.33,72326.85,28.59862,-81.34054,,,,,,,,,,,,0,558.53,
163,561.03,0,9.6,0,,0.08,-14.68,,-61.08,-0.19,1.95,,73596.55,72864.32,28.59854,-81.34604,,,,,,,,,,,,0,560.78,
164.02,563.5,0,9.6,0,,0.08,-15.66,,-61.08,-0.2,1.95,,73450.22,73412.53,28.59847,-81.35165,,,,,,,,,,,,0,563.23,
165.02,566.08,0,9.6,0,,0.08,-16.6,,-61.08,-0.2,1.96,,73297.07,73949.97,28.59839,-81.35716,,,,,,,,,,,,0,565.79,
166.02,568.8,0,9.6,0,,0.08,-17.53,,-61.08,-0.2,1.97,,73134.33,74487.4,28.59832,-81.36266,,,,,,,,,,,,0,568.49,
