Time,Surface Speed (m/s),GForce (g),Acceleration (m/s^2),Thrust (kN),TWR,Mass (t),Pitch (deg),Heading (deg),Roll (deg),Angle of Attack (deg),Mach number,Altitude from Terrain (m),Altitude from the Sea (m),Downrange Distance (m),Latitude (deg),Longitude (deg),Apoapsis (m),Periapsis (m),Time to Apoapsis (s),Time to Periapsis (s),Inclination (deg),Orbital Velocity (m/s),Gravity (m/s^2),Target Distance (m),Target Speed (m/s),Stage DeltaV (m/s),Vessel DeltaV (m/s),Pressure (kPa),External Temperature (K),
167.02,571.67,0,9.6,0,,0.08,-18.45,,-61.08,-0.2,1.98,,72962,75024.82,28.59824,-81.36817,,,,,,,,,,,,0,571.35,
168.04,574.75,0,9.6,0,,0.08,-19.37,,-61.08,-0.2,1.98,,72776.34,75572.98,28.59817,-81.37378,,,,,,,,,,,,0,574.41,
169.06,577.98,0,9.6,0,,0.08,-20.28,,-61.09,-0.19,1.99,,72580.7,76121.12,28.59809,-81.3794,,,,,,,,,,,,0,577.62,
170.06,581.28,0,9.6,0,,0.08,-21.15,,-61.09,-0.18,2,,72379.21,76658.5,28.59802,-81.3849,,,,,,,,,,,,0,580.91,
171.06,584.73,0,9.6,0,,0.08,-22,,-61.09,-0.17,2.01,,72168.13,77195.87,28.59795,-81.3904,,,,,,,,,,,,0,584.34,
172.06,588.31,0,9.6,0,,0.08,-22.84,,-61.09,-0.15,2.02,,71947.45,77733.23,28.59787,-81.39591,,,,,,,,,,,,0,587.91,
173.06,592.02,0,9.6,0,,0.08,-23.67,,-61.09,-0.14,2.03,,71717.19,78270.58,28.5978,-81.40141,,,,,,,,,,,,0,591.61,
174.06,595.86,0,9.6,0,,0.08,-24.48,,-61.09,-0.12,2.04,,71477.33,78807.92,28.59773,-81.40691,,,,,,,,,,,,0,595.44,
175.06,599.83,0,9.6,0,,0.08,-25.28,,-61.1,-0.1,2.05,,71227.88,79345.24,28.59765,-81.41242,,,,,,,,,,,,0,599.4,
176.06,603.93,0,9.6,0,,0.08,-26.07,,-61.1,-0.09,2.06,,70968.84,79882.56,28.59758,-81.41792,,,,,,,,,,,,0,603.48,
177.08,608.24,0,9.6,0,,0.08,-26.87,,-61.1,-0.07,2.07,,70694.74,80430.61,28.5975,-81.42353,,,,,,,,,,,,0,607.78,
178.1,612.67,0,9.6,0,,0.08,-27.65,,-61.1,-0.05,2.08,,70410.65,80978.65,28.59743,-81.42914,,,,,,,,,,,,0.01,612.21,
179.1,617.13,0,9.6,0,,0.08,-28.42,,-61.1,-0.04,2.1,,70122.45,81515.93,28.59735,-81.43465,,,,,,,,,,,,0.01,616.67,
180.12,621.8,0,9.6,0,,0.08,-29.19,,-61.1,-0.03,2.11,,69818.6,82063.94,28.59728,-81.44026,,,,,,,,,,,,0.01,621.34,
181.14,626.59,0,9.6,0,,0.08,-29.96,,-61.11,-0.03,2.12,,69504.77,82611.95,28.5972,-81.44587,,,,,,,,,,,,0.01,626.13,
182.14,631.4,0,9.6,0,,0.08,-30.71,,-61.11,-0.02,2.13,,69187.41,83149.2,28.59713,-81.45137,,,,,,,,,,,,0.01,630.95,
183.14,636.31,0,9.61,0,,0.08,-31.46,,-61.11,-0.02,2.14,,68860.45,83686.43,28.59705,-81.45688,,,,,,,,,,,,0.01,635.88,
184.14,641.33,0,9.61,0,,0.08,-32.2,,-61.11,-0.03,2.15,,68523.89,84223.66,28.59698,-81.46238,,,,,,,,,,,,0.01,640.92,
185.14,646.45,0,9.61,0,,0.08,-32.94,,-61.11,-0.04,2.17,,68177.75,84760.87,28.59691,-81.46788,,,,,,,,,,,,0.01,646.06,
186.14,651.68,0,9.61,0,,0.08,-33.67,,-61.11,-0.05,2.18,,67822.01,85298.08,28.59683,-81.47338,,,,,,,,,,,,0.01,651.31,
187.16,657.1,0,9.61,0,,0.08,-34.41,,-61.12,-0.06,2.19,,67449.26,85846.01,28.59676,-81.47899,,,,,,,,,,,,0.01,656.78,
188.18,662.63,0,9.61,0,,0.08,-35.13,,-61.12,-0.07,2.2,,67066.54,86393.93,28.59668,-81.48461,,,,,,,,,,,,0.01,662.35,
189.2,668.25,0,9.61,0,,0.08,-35.84,,-61.12,-0.08,2.21,,66673.84,86941.84,28.5966,-81.49022,,,,,,,,,,,,0.01,668.03,
190.2,673.86,0,9.61,0,,0.08,-36.52,,-61.12,-0.08,2.23,,66279.14,87479,28.59653,-81.49572,,,,,,,,,,,,0.01,673.7,
191.2,679.55,0,9.61,0,,0.08,-37.17,,-61.12,-0.08,2.24,,65874.84,88016.13,28.59646,-81.50122,,,,,,,,,,,,0.01,679.46,
192.2,685.33,0,9.61,0,,0.08,-37.81,,-61.13,-0.08,2.25,,65460.96,88553.26,28.59638,-81.50672,,,,,,,,,,,,0.01,685.32,
193.2,691.19,0,9.61,0,,0.08,-38.42,,-61.13,-0.07,2.26,,65037.47,89090.36,28.59631,-81.51222,,,,,,,,,,,,0.01,691.28,
194.2,697.13,0,9.61,0,,0.08,-39.01,,-61.13,-0.05,2.28,,64604.4,89627.45,28.59623,-81.51772,,,,,,,,,,,,0.01,697.33,
195.22,703.27,0,9.61,0,,0.08,-39.59,,-61.13,-0.03,2.29,,64152.77,90175.27,28.59616,-81.52333,,,,,,,,,,,,0.01,703.59,
196.22,709.37,0,9.6,0,,0.08,-40.15,,-61.13,-0.01,2.3,,63700.31,90712.32,28.59608,-81.52883,,,,,,,,,,,,0.01,709.83,
197.24,715.67,0.01,9.6,0,,0.08,-40.72,,-61.14,0,2.32,,63228.93,91260.1,28.59601,-81.53444,,,,,,,,,,,,0.01,716.28,
198.24,721.92,0.01,9.6,0,,0.08,-41.27,,-61.14,0.02,2.33,,62757.09,91797.11,28.59593,-81.53994,,,,,,,,,,,,0.02,722.69,
199.24,728.24,0.01,9.6,0,,0.08,-41.84,,-61.14,0.02,2.34,,62275.67,92334.1,28.59586,-81.54544,,,,,,,,,,,,0.02,729.19,
200.24,734.63,0.01,9.6,0,,0.08,-42.41,,-61.14,0.01,2.36,,61784.66,92871.07,28.59578,-81.55094,,,,,,,,,,,,0.02,735.76,
201.24,741.08,0.01,9.6,0,,0.08,-42.98,,-61.15,0,2.37,,61284.05,93408.02,28.59571,-81.55644,,,,,,,,,,,,0.02,742.42,
202.24,747.6,0.01,9.6,0,,0.08,-43.56,,-61.15,-0.02,2.38,,60773.87,93944.94,28.59564,-81.56194,,,,,,,,,,,,0.02,749.16,
203.24,754.18,0.01,9.6,0,,0.08,-44.13,,-61.15,-0.03,2.4,,60254.09,94481.83,28.59556,-81.56744,,,,,,,,,,,,0.02,755.98,
204.24,760.82,0.01,9.6,0,,0.08,-44.67,,-61.15,-0.04,2.41,,59724.73,95018.69,28.59549,-81.57294,,,,,,,,,,,,0.02,762.88,
205.24,767.52,0.01,9.6,0,,0.08,-45.19,,-61.15,-0.04,2.42,,59185.78,95555.52,28.59541,-81.57843,,,,,,,,,,,,0.03,769.85,
206.24,774.28,0.01,9.59,0,,0.08,-45.67,,-61.16,-0.03,2.43,,58637.26,96092.31,28.59534,-81.58393,,,,,,,,,,,,0.03,776.89,
207.24,781.1,0.01,9.59,0,,0.08,-46.12,,-61.16,-0.01,2.45,,58079.15,96629.06,28.59526,-81.58943,,,,,,,,,,,,0.03,784.02,
208.26,788.1,0.01,9.59,0,,0.08,-46.57,,-61.16,0.01,2.46,,57500.01,97176.51,28.59519,-81.59504,,,,,,,,,,,,0.03,791.36,
209.28,795.16,0.01,9.58,0,,0.08,-47.03,,-61.16,0.02,2.48,,56910.92,97723.92,28.59511,-81.60064,,,,,,,,,,,,0.03,798.79,
210.28,802.13,0.01,9.58,0,,0.08,-47.51,,-61.17,0.02,2.49,,56323.71,98260.54,28.59504,-81.60614,,,,,,,,,,,,0.04,806.14,
211.3,809.28,0.01,9.58,0,,0.08,-48.02,,-61.17,0,2.5,,55714.9,98807.86,28.59496,-81.61174,,,,,,,,,,,,0.04,813.73,
212.3,816.35,0.01,9.57,0,,0.08,-48.52,,-61.17,-0.02,2.52,,55108.37,99344.38,28.59489,-81.61724,,,,,,,,,,,,0.04,821.26,
213.3,823.45,0.01,9.57,0,,0.08,-48.99,,-61.17,-0.03,2.53,,54492.28,99880.85,28.59481,-81.62273,,,,,,,,,,,,0.05,828.86,
214.3,830.6,0.01,9.56,0,,0.08,-49.42,,-61.17,-0.03,2.55,,53866.63,100417.26,28.59474,-81.62823,,,,,,,,,,,,0.05,836.55,
215.3,837.79,0.01,9.56,0,,0.08,-49.81,,-61.18,0,2.56,,53231.44,100953.61,28.59466,-81.63372,,,,,,,,,,,,0.05,844.31,
216.3,845.02,0.02,9.55,0,,0.08,-50.18,,-61.18,0.02,2.58,,52586.7,101489.88,28.59459,-81.63921,,,,,,,,,,,,0.06,852.16,
217.3,852.28,0.02,9.54,0,,0.08,-50.59,,-61.18,0.02,2.59,,51932.42,102026.08,28.59451,-81.6447,,,,,,,,,,,,0.06,860.13,
218.3,859.58,0.02,9.53,0,,0.08,-51.04,,-61.18,0,2.61,,51268.63,102562.2,28.59444,-81.65019,,,,,,,,,,,,0.07,868.23,
219.3,866.9,0.02,9.53,0,,0.08,-51.49,,-61.19,-0.02,2.63,,50595.31,103098.23,28.59436,-81.65568,,,,,,,,,,,,0.08,876.46,
220.3,874.26,0.02,9.52,0,,0.08,-51.89,,-61.19,-0.02,2.65,,49912.49,103634.16,28.59429,-81.66117,,,,,,,,,,,,0.08,884.84,
221.32,881.78,0.02,9.5,0,,0.08,-52.24,,-61.19,0,2.67,,49206.22,104180.7,28.59421,-81.66677,,,,,,,,,,,,0.09,893.58,
222.34,889.33,0.03,9.48,0,,0.08,-52.59,,-61.19,0.02,2.7,,48490.09,104727.13,28.59414,-81.67236,,,,,,,,,,,,0.1,902.51,
223.36,896.9,0.03,9.47,0,,0.08,-53.01,,-61.2,0.01,2.72,,47764.11,105273.42,28.59406,-81.67796,,,,,,,,,,,,0.11,911.66,
224.38,904.49,0.03,9.45,0,,0.08,-53.43,,-61.2,-0.02,2.75,,47028.3,105819.57,28.59399,-81.68355,,,,,,,,,,,,0.12,921.05,
225.38,911.94,0.03,9.43,0,,0.08,-53.78,,-61.2,-0.01,2.78,,46297.38,106354.86,28.59391,-81.68903,,,,,,,,,,,,0.13,930.5,
226.4,919.55,0.04,9.4,0,,0.08,-54.09,,-61.2,0.02,2.8,,45542.16,106900.68,28.59383,-81.69462,,,,,,,,,,,,0.14,940.4,
227.4,927.01,0.04,9.37,0,,0.08,-54.46,,-61.2,0.01,2.83,,44792.27,107435.62,28.59376,-81.7001,,,,,,,,,,,,0.16,950.4,
228.42,934.62,0.04,9.35,0,,0.08,-54.87,,-61.21,-0.02,2.87,,44017.74,107981.05,28.59368,-81.70569,,,,,,,,,,,,0.17,960.9,
229.42,942.07,0.05,9.32,0,,0.08,-55.17,,-61.21,0,2.9,,43248.97,108515.56,28.59361,-81.71116,,,,,,,,,,,,0.19,971.51,
230.44,949.66,0.05,9.27,0,,0.08,-55.48,,-61.21,0.01,2.93,,42455.26,109060.51,28.59353,-81.71674,,,,,,,,,,,,0.21,982.66,
231.44,957.08,0.06,9.23,0,,0.08,-55.87,,-61.21,-0.01,2.97,,41667.78,109594.5,28.59346,-81.72221,,,,,,,,,,,,0.24,993.91,
232.44,964.44,0.07,9.15,0,,0.08,-56.17,,-61.22,0,3,,40871.11,110128.18,28.59338,-81.72768,,,,,,,,,,,,0.26,1005.44,
233.46,971.86,0.08,9.03,0,,0.08,-56.48,,-61.22,0.01,3.04,,40049.12,110672.17,28.59331,-81.73325,,,,,,,,,,,,0.29,1017.44,
234.48,979.17,0.1,8.94,0,,0.08,-56.84,,-61.22,-0.01,3.07,,39217.79,111215.7,28.59323,-81.73882,,,,,,,,,,,,0.33,1029.65,
235.48,986.22,0.11,8.79,0,,0.08,-57.1,,-61.22,0.01,3.11,,38393.79,111748.06,28.59316,-81.74427,,,,,,,,,,,,0.37,1041.82,
236.48,993.11,0.13,8.65,0,,0.08,-57.45,,-61.23,-0.01,3.14,,37561.06,112279.83,28.59308,-81.74971,,,,,,,,,,,,0.41,1054.14,
237.48,999.83,0.15,8.47,0,,0.08,-57.71,,-61.23,0.01,3.17,,36719.77,112810.91,28.59301,-81.75515,,,,,,,,,,,,0.46,1066.58,
238.48,1006.35,0.18,8.29,0,,0.08,-58.05,,-61.23,-0.01,3.21,,35870.1,113341.19,28.59293,-81.76058,,,,,,,,,,,,0.52,1079.09,
239.48,1012.62,0.21,8.06,0,,0.08,-58.3,,-61.23,0.01,3.24,,35012.26,113870.54,28.59286,-81.766,,,,,,,,,,,,0.59,1091.6,
240.5,1018.73,0.24,7.82,0,,0.08,-58.63,,-61.23,-0.01,3.27,,34129.11,114409.38,28.59278,-81.77152,,,,,,,,,,,,0.66,1104.29,
241.5,1024.39,0.28,7.51,0,,0.08,-58.9,,-61.24,0,3.31,,33255.58,114936.4,28.59271,-81.77692,,,,,,,,,,,,0.75,1116.56,
242.52,1029.78,0.32,7.2,0,,0.08,-59.17,,-61.24,0.01,3.34,,32357.06,115472.49,28.59263,-81.78241,,,,,,,,,,,,0.85,1128.78,
243.52,1034.6,0.37,6.87,0,,0.08,-59.47,,-61.24,0,3.37,,31469.18,115996.42,28.59256,-81.78778,,,,,,,,,,,,0.97,1140.4,
244.52,1038.91,0.43,6.47,0,,0.08,-59.75,,-61.24,-0.01,3.39,,30574.83,116518.47,28.59249,-81.79312,,,,,,,,,,,,1.11,1151.49,
245.54,1042.7,0.5,6.04,0,,0.08,-60.02,,-61.24,0,3.42,,29656.47,117048.73,28.59241,-81.79855,,,,,,,,,,,,1.27,1162.05,
246.54,1045.7,0.58,5.61,0,,0.08,-60.28,,-61.24,0,3.45,,28750.7,117566.08,28.59234,-81.80385,,,,,,,,,,,,1.45,1171.35,
247.54,1047.92,0.66,5.22,0,,0.08,-60.55,,-61.25,0,3.47,,27840.25,118080.59,28.59227,-81.80912,,,,,,,,,,,,1.66,1179.32,
248.54,1049.21,0.76,4.91,0,,0.08,-60.81,,-61.25,0,3.49,,26925.89,118591.85,28.59219,-81.81436,,,,,,,,,,,,1.9,1185.72,
249.56,1049.46,0.88,4.79,0,,0.08,-61.08,,-61.25,0,3.5,,25990.15,119109.5,28.59212,-81.81966,,,,,,,,,,,,2.2,1190.35,
250.56,1048.49,1.01,4.95,0,,0.08,-61.34,,-61.25,0,3.51,,25070.76,119612.71,28.59205,-81.82481,,,,,,,,,,,,2.53,1192.71,
251.56,1046.16,1.15,5.46,0,,0.08,-61.59,,-61.25,0,3.52,,24150.54,120111.07,28.59198,-81.82991,,,,,,,,,,,,2.91,1192.61,
252.56,1042.28,1.32,6.4,0,,0.08,-61.85,,-61.25,0,3.52,,23230.83,120603.93,28.59191,-81.83496,,,,,,,,,,,,3.36,1189.68,
253.56,1036.66,1.51,7.72,0,,0.08,-62.1,,-61.25,0,3.52,,22313.11,121090.54,28.59184,-81.83995,,,,,,,,,,,,3.88,1183.57,
254.58,1028.91,1.72,9.44,0,,0.08,-62.37,,-61.26,0,3.51,,21380.83,121579.59,28.59177,-81.84495,,,,,,,,,,,,4.49,1173.72,
255.58,1019.12,1.95,11.44,0,,0.08,-62.62,,-61.26,0,3.5,,20472.47,122050.97,28.5917,-81.84978,,,,,,,,,,,,5.19,1160.2,
256.6,1006.65,2.21,13.77,0,,0.08,-62.88,,-61.26,0,3.47,,19553.86,122522.5,28.59164,-81.85461,,,,,,,,,,,,6.01,1141.72,
257.6,991.8,2.48,16.3,0,,0.08,-63.14,,-61.26,0,3.44,,18663.36,122974.58,28.59157,-81.85924,,,,,,,,,,,,6.94,1118.13,
258.62,973.81,2.77,19.02,0,,0.08,-63.41,,-61.26,0,3.39,,17767.92,123424.12,28.59151,-81.86384,,,,,,,,,,,,8.04,1088.02,
259.64,952.93,3.07,21.8,0,,0.08,-63.67,,-61.26,0,3.32,,16888.16,123860.73,28.59145,-81.86831,,,,,,,,,,,,9.28,1051.95,
260.66,929.19,3.35,24.48,0,,0.08,-63.95,,-61.26,0,3.24,,16026.8,124283.22,28.59138,-81.87264,,,,,,,,,,,,10.69,1010.84,
261.66,903.37,3.6,26.89,0,,0.08,-64.22,,-61.26,0,3.14,,15202.7,124682.64,28.59133,-81.87673,,,,,,,,,,,,12.22,967.16,
262.66,875.33,3.82,28.98,0,,0.08,-64.5,,-61.26,0,3.02,,14401.01,125066.51,28.59127,-81.88066,,,,,,,,,,,,13.91,922.36,
263.68,844.79,4.01,30.77,0,,0.08,-64.79,,-61.26,0,2.89,,13608.39,125441.27,28.59122,-81.8845,,,,,,,,,,,,15.79,877.48,
264.7,812.65,4.16,32.19,0,,0.08,-65.09,,-61.26,0,2.76,,12842.85,125798.48,28.59116,-81.88816,,,,,,,,,,,,17.81,834.22,
265.72,779.33,4.26,33.22,0,,0.08,-65.39,,-61.26,0,2.62,,12105.79,126137.71,28.59111,-81.89163,,,,,,,,,,,,19.96,792.92,
266.74,745.25,4.33,33.81,0,,0.08,-65.71,,-61.26,0,2.49,,11398.22,126458.74,28.59107,-81.89492,,,,,,,,,,,,22.24,753.67,
267.76,710.86,4.35,33.99,0,,0.08,-66.04,,-61.26,0,2.35,,10720.76,126761.56,28.59102,-81.89802,,,,,,,,,,,,24.63,716.33,
268.78,676.55,4.33,33.78,0,,0.08,-66.38,,-61.26,0,2.22,,10073.62,127046.34,28.59098,-81.90094,,,,,,,,,,,,27.11,680.66,
269.78,643.36,4.28,33.24,0,,0.08,-66.73,,-61.25,0,2.09,,9468.5,127308.35,28.59094,-81.90362,,,,,,,,,,,,29.62,647.02,
270.8,610.28,4.2,32.39,0,,0.08,-67.09,,-61.25,0,1.97,,8880.72,127558.55,28.5909,-81.90618,,,,,,,,,,,,32.23,613.81,
271.82,578.45,4.05,30.96,0,,0.08,-67.47,,-61.25,0,1.85,,8321.91,127792.15,28.59087,-81.90858,,,,,,,,,,,,34.88,581.81,
272.82,549.02,3.86,29.09,0,,0.08,-67.86,,-61.24,0,1.74,,7800.87,128005.9,28.59084,-81.91077,,,,,,,,,,,,37.52,552.17,
273.84,521.07,3.66,27.03,0,,0.08,-68.27,,-61.24,0,1.64,,7295.06,128209.34,28.5908,-81.91285,,,,,,,,,,,,40.23,523.98,
274.84,495.66,3.46,25.1,0,,0.08,-68.68,,-61.23,0,1.55,,6822.53,128395.48,28.59078,-81.91475,,,,,,,,,,,,42.9,498.37,
275.86,471.5,3.3,23.51,0,,0.08,-69.11,,-61.22,0,1.47,,6362.69,128572.72,28.59075,-81.91657,,,,,,,,,,,,45.64,474.04,
276.88,448.63,3.19,22.37,0,,0.08,-69.56,,-61.22,0,1.39,,5923.89,128737.98,28.59072,-81.91826,,,,,,,,,,,,48.39,451.05,
277.88,426.07,3.3,23.42,0,,0.08,-70.01,,-61.21,0,1.32,,5513.52,128888.88,28.5907,-81.91981,,,,,,,,,,,,51.08,428.66,
278.9,399.9,3.67,27.03,0,,0.08,-70.49,,-61.21,0,1.23,,5116.97,129031.08,28.59067,-81.92126,,,,,,,,,,,,53.8,402.9,
279.9,371.4,3.88,29,0,,0.08,-70.98,,-61.2,0,1.14,,4753.08,129158.12,28.59065,-81.92256,,,,,,,,,,,,56.4,374.56,
280.92,344.45,3.43,24.61,0,,0.08,-71.5,,-61.19,0,1.05,,4408.14,129275.15,28.59064,-81.92376,,,,,,,,,,,,58.95,346.99,
281.92,327.12,2.43,14.84,0,,0.08,-72.04,,-61.18,0,0.99,,4090.11,129379.78,28.59062,-81.92483,,,,,,,,,,,,61.39,328.6,
282.92,317.03,1.83,9.1,0,,0.08,-72.58,,-61.17,0,0.96,,3783.76,129477.39,28.5906,-81.92583,,,,,,,,,,,,63.82,317.92,
283.92,310.63,1.53,6.36,0,,0.08,-73.11,,-61.16,0,0.93,,3484.13,129569.77,28.59059,-81.92678,,,,,,,,,,,,66.27,311.23,
284.92,306.07,1.38,5.05,0,,0.08,-73.64,,-61.15,0,0.92,,3188.79,129657.83,28.59057,-81.92768,,,,,,,,,,,,68.77,306.52,
285.92,302.41,1.31,4.42,0,,0.08,-74.16,,-61.14,0,0.9,,2896.54,129742.07,28.59056,-81.92854,,,,,,,,,,,,71.31,302.79,
286.92,299.14,1.29,4.15,0,,0.08,-74.67,,-61.13,0,0.89,,2606.85,129822.75,28.59054,-81.92937,,,,,,,,,,,,73.91,299.49,
287.92,296.07,1.27,3.95,0,,0.08,-75.17,,-61.12,0,0.88,,2319.52,129900.06,28.59053,-81.93016,,,,,,,,,,,,76.57,296.4,
288.94,293.12,1.26,3.77,0,,0.08,-75.67,,-61.11,0,0.87,,2028.73,129975.59,28.59052,-81.93094,,,,,,,,,,,,79.35,293.43,
289.96,290.33,1.24,3.6,0,,0.08,-76.16,,-61.09,0,0.86,,1740.14,130047.91,28.5905,-81.93168,,,,,,,,,,,,82.19,290.63,
290.96,287.75,1.23,3.44,0,,0.08,-76.63,,-61.08,0,0.85,,1459.23,130115.82,28.59049,-81.93237,,,,,,,,,,,,85.04,288.03,
291.96,285.31,1.22,3.29,0,,0.08,-77.08,,-61.06,0,0.84,,1180.24,130180.91,28.59048,-81.93304,,,,,,,,,,,,87.95,288,
292.96,282.98,1.21,3.15,0,,0.08,-77.53,,-61.04,0,0.83,,903.06,130243.28,28.59047,-81.93368,,,,,,,,,,,,90.92,289.65,
293.96,280.77,1.2,3.02,0,,0.08,-77.96,,-61.02,0,0.82,,627.62,130303.06,28.59046,-81.93429,,,,,,,,,,,,93.97,291.27,
294.96,278.65,1.19,2.91,0,,0.08,-78.38,,-61,0,0.81,,353.87,130360.34,28.59044,-81.93488,,,,,,,,,,,,97.08,292.83,
295.98,276.57,1.19,2.81,0,,0.08,-78.8,,-60.98,0,0.8,,76.32,130416.29,28.59043,-81.93545,,,,,,,,,,,,100.33,294.3,
