Time,Surface Speed (m/s),GForce (g),Acceleration (m/s^2),Thrust (kN),TWR,Mass (t),Pitch (deg),Heading (deg),Roll (deg),Angle of Attack (deg),Mach number,Altitude from Terrain (m),Altitude from the Sea (m),Downrange Distance (m),Latitude (deg),Longitude (deg),Apoapsis (m),Periapsis (m),Time to Apoapsis (s),Time to Periapsis (s),Inclination (deg),Orbital Velocity (m/s),Gravity (m/s^2),Target Distance (m),Target Speed (m/s),Stage DeltaV (m/s),Vessel DeltaV (m/s),Pressure (kPa),External Temperature (K),
255.88,994.61,0.46,5.71,0,,0.08,-73.98,,-27.68,0.59,3.26,,30194.95,61710.94,28.6217,-81.23177,,,,,,,,,,,,1.17,1076.73,
256.9,1000.05,0.44,5.41,0,,0.08,-73.75,,-27.72,0.96,3.29,,29213.38,61977.26,28.62176,-81.2345,,,,,,,,,,,,1.35,1088.88,
257.92,1004.8,0.51,5.7,0,,0.08,-74.36,,-27.74,0.57,3.32,,28226.09,62242.4,28.62182,-81.23722,,,,,,,,,,,,1.57,1100.16,
258.92,1008.69,0.61,5.66,0,,0.08,-74.84,,-27.74,0.28,3.35,,27253.31,62500.96,28.62187,-81.23986,,,,,,,,,,,,1.81,1110.16,
259.92,1011.7,0.7,4.94,0,,0.08,-74.96,,-27.72,0.29,3.37,,26276.52,62757.95,28.62192,-81.2425,,,,,,,,,,,,2.1,1118.87,
260.94,1013.7,0.79,3.22,0,,0.08,-74.93,,-27.7,0.44,3.39,,25277.05,63018.23,28.62198,-81.24516,,,,,,,,,,,,2.45,1126.14,
261.94,1014.47,0.93,1.21,0,,0.08,-75.34,,-27.67,0.18,3.41,,24295.2,63271.35,28.62203,-81.24775,,,,,,,,,,,,2.85,1131.36,
262.96,1013.82,1.07,2.37,0,,0.08,-75.99,,-27.68,-0.25,3.42,,23293.01,63527.13,28.62208,-81.25037,,,,,,,,,,,,3.32,1134.38,
263.96,1011.59,1.24,4.28,0,,0.08,-75.69,,-27.67,0.14,3.43,,22311.23,63775.09,28.62214,-81.25291,,,,,,,,,,,,3.88,1134.68,
264.96,1007.54,1.44,4.98,0,,0.08,-76.09,,-27.66,-0.1,3.44,,21331.92,64020,28.62219,-81.25542,,,,,,,,,,,,4.52,1131.95,
265.96,1001.41,1.66,7.25,0,,0.08,-76.04,,-27.65,0.07,3.44,,20356.94,64261.34,28.62224,-81.25789,,,,,,,,,,,,5.28,1125.78,
266.98,992.75,1.91,9.62,0,,0.08,-76.23,,-27.64,0.03,3.43,,19369.18,64503.36,28.62229,-81.26037,,,,,,,,,,,,6.19,1114.98,
267.98,981.65,2.18,12.16,0,,0.08,-76.39,,-27.62,0.01,3.41,,18409.83,64736,28.62234,-81.26276,,,,,,,,,,,,7.23,1098.79,
269,967.45,2.48,15,0,,0.08,-76.53,,-27.61,0.01,3.37,,17443.27,64967.95,28.62238,-81.26513,,,,,,,,,,,,8.47,1075.72,
270,950.6,2.77,17.88,0,,0.08,-76.67,,-27.6,0,3.31,,16510.25,65189.48,28.62243,-81.2674,,,,,,,,,,,,9.87,1046.51,
271.02,930.43,3.07,20.77,0,,0.08,-76.82,,-27.59,0,3.23,,15576.43,65408.84,28.62247,-81.26965,,,,,,,,,,,,11.5,1010.65,
272.02,907.89,3.35,23.42,0,,0.08,-76.96,,-27.57,0,3.13,,14681.23,65616.83,28.62252,-81.27178,,,,,,,,,,,,13.29,971.29,
273.02,882.86,3.59,25.84,0,,0.08,-77.1,,-27.55,0,3.03,,13808.74,65817.29,28.62256,-81.27383,,,,,,,,,,,,15.29,930.45,
274.04,855.01,3.82,28.03,0,,0.08,-77.25,,-27.54,0,2.9,,12944.61,66013.56,28.6226,-81.27584,,,,,,,,,,,,17.52,888.74,
275.06,825.15,4.01,29.89,0,,0.08,-77.4,,-27.52,0,2.78,,12108.74,66201.13,28.62263,-81.27776,,,,,,,,,,,,19.95,847.82,
276.06,794.3,4.16,31.33,0,,0.08,-77.55,,-27.5,0,2.65,,11318.46,66376.31,28.62267,-81.27956,,,,,,,,,,,,22.51,808.92,
277.06,762.28,4.27,32.37,0,,0.08,-77.71,,-27.49,0,2.52,,10558.47,66542.65,28.6227,-81.28126,,,,,,,,,,,,25.23,771.46,
278.06,729.5,4.33,33.01,0,,0.08,-77.87,,-27.47,0,2.39,,9829.72,66700.06,28.62273,-81.28287,,,,,,,,,,,,28.09,735.44,
279.06,696.35,4.36,33.26,0,,0.08,-78.04,,-27.46,0,2.26,,9132.81,66848.53,28.62276,-81.28439,,,,,,,,,,,,31.07,700.67,
280.06,663.22,4.35,33.13,0,,0.08,-78.21,,-27.44,0,2.13,,8467.91,66988.15,28.62279,-81.28582,,,,,,,,,,,,34.16,666.93,
281.08,629.79,4.3,32.67,0,,0.08,-78.39,,-27.43,0,2,,7822.55,67121.62,28.62281,-81.28719,,,,,,,,,,,,37.39,633.37,
282.08,597.79,4.2,31.72,0,,0.08,-78.57,,-27.41,0,1.89,,7221.52,67243.93,28.62283,-81.28844,,,,,,,,,,,,40.62,601.25,
283.08,567.23,4.04,30.1,0,,0.08,-78.76,,-27.39,0,1.78,,6650.81,67358.14,28.62285,-81.28961,,,,,,,,,,,,43.9,570.51,
284.1,537.98,3.84,28.12,0,,0.08,-78.97,,-27.37,0,1.68,,6098.21,67466.76,28.62287,-81.29073,,,,,,,,,,,,47.27,541.04,
285.1,511.32,3.64,26.13,0,,0.08,-79.17,,-27.36,0,1.58,,5583.51,67566.06,28.62289,-81.29174,,,,,,,,,,,,50.6,514.16,
286.1,486.5,3.46,24.4,0,,0.08,-79.38,,-27.34,0,1.5,,5093.68,67658.71,28.62291,-81.29269,,,,,,,,,,,,53.95,489.15,
287.12,462.61,3.33,23.14,0,,0.08,-79.6,,-27.32,0,1.42,,4618.08,67746.83,28.62292,-81.2936,,,,,,,,,,,,57.37,465.13,
288.12,439.68,3.35,23.3,0,,0.08,-79.83,,-27.29,0,1.34,,4174.34,67827.26,28.62294,-81.29442,,,,,,,,,,,,60.72,442.27,
289.14,413.47,3.73,27.04,0,,0.08,-80.06,,-27.27,0,1.26,,3745.82,67903.17,28.62295,-81.2952,,,,,,,,,,,,64.11,416.5,
290.14,383.92,4.08,30.38,0,,0.08,-80.3,,-27.24,0,1.16,,3353.02,67971.07,28.62296,-81.29589,,,,,,,,,,,,67.35,387.28,
291.14,354.71,3.83,27.95,0,,0.08,-80.56,,-27.22,0,1.07,,2989.46,68032.3,28.62297,-81.29652,,,,,,,,,,,,70.48,357.67,
292.14,334.3,2.72,17.11,0,,0.08,-80.83,,-27.19,0,1,,2650.62,68087.78,28.62298,-81.29709,,,,,,,,,,,,73.51,336.03,
293.16,322.59,1.96,9.71,0,,0.08,-81.1,,-27.16,0,0.96,,2320.42,68140.23,28.62298,-81.29763,,,,,,,,,,,,76.56,323.58,
294.18,315.51,1.6,6.23,0,,0.08,-81.38,,-27.13,0,0.94,,1999.1,68189.69,28.62299,-81.29813,,,,,,,,,,,,79.63,316.14,
295.18,310.72,1.43,4.59,0,,0.08,-81.65,,-27.1,0,0.92,,1689.58,68235.83,28.623,-81.2986,,,,,,,,,,,,82.69,311.18,
296.2,306.91,1.35,3.79,0,,0.08,-81.91,,-27.07,0,0.91,,1377.92,68280.81,28.623,-81.29907,,,,,,,,,,,,85.87,307.29,
297.22,303.57,1.32,3.48,0,,0.08,-82.17,,-27.03,0,0.89,,1069.62,68323.85,28.62301,-81.29951,,,,,,,,,,,,89.12,303.92,
298.22,300.49,1.3,3.29,0,,0.08,-82.43,,-27,0,0.88,,770.35,68364.27,28.62301,-81.29992,,,,,,,,,,,,92.37,300.82,
299.22,297.58,1.28,3.12,0,,0.08,-82.67,,-26.96,0,0.87,,473.88,68403,28.62302,-81.30032,,,,,,,,,,,,95.7,297.89,
300.24,294.76,1.27,2.98,0,,0.08,-82.92,,-26.92,0,0.86,,174.21,68440.86,28.62302,-81.30071,,,,,,,,,,,,99.17,295.06,
