Time,Surface Speed (m/s),GForce (g),Acceleration (m/s^2),Thrust (kN),TWR,Mass (t),Pitch (deg),Heading (deg),Roll (deg),Angle of Attack (deg),Mach number,Altitude from Terrain (m),Altitude from the Sea (m),Downrange Distance (m),Latitude (deg),Longitude (deg),Apoapsis (m),Periapsis (m),Time to Apoapsis (s),Time to Periapsis (s),Inclination (deg),Orbital Velocity (m/s),Gravity (m/s^2),Target Distance (m),Target Speed (m/s),Stage DeltaV (m/s),Vessel DeltaV (m/s),Pressure (kPa),External Temperature (K),
62.6,1107.44,0.03,9.95,0,,0.08,76.16,,-66.72,0,3.36,,49413.51,9321.53,28.60683,-80.69522,,,,,,,,,,,,0.09,1213.85,
63.6,1097.8,0.03,9.92,0,,0.08,76.03,,-66.73,0,3.34,,50483.7,9584.5,28.60678,-80.69791,,,,,,,,,,,,0.08,1198.27,
64.6,1088.21,0.02,9.88,0,,0.08,75.9,,-66.74,0,3.31,,51543.98,9847.45,28.60674,-80.7006,,,,,,,,,,,,0.07,1183.82,
65.62,1078.46,0.02,9.86,0,,0.08,75.77,,-66.74,0,3.3,,52615.28,10115.66,28.60669,-80.70335,,,,,,,,,,,,0.06,1170.06,
66.62,1068.92,0.02,9.83,0,,0.08,75.64,,-66.75,0,3.28,,53655.62,10378.6,28.60664,-80.70604,,,,,,,,,,,,0.05,1157.35,
67.64,1059.23,0.02,9.81,0,,0.08,75.5,,-66.76,0,3.27,,54706.63,10646.8,28.60659,-80.70879,,,,,,,,,,,,0.05,1144.78,
68.66,1049.57,0.02,9.79,0,,0.08,75.36,,-66.77,0,3.25,,55747.44,10915.01,28.60654,-80.71154,,,,,,,,,,,,0.04,1132.44,
69.66,1040.12,0.01,9.77,0,,0.08,75.23,,-66.78,0,3.24,,56757.94,11177.97,28.6065,-80.71423,,,,,,,,,,,,0.04,1120.71,
70.68,1030.5,0.01,9.76,0,,0.08,75.08,,-66.79,0,3.23,,57778.58,11446.19,28.60645,-80.71698,,,,,,,,,,,,0.03,1109.01,
71.68,1021.09,0.01,9.74,0,,0.08,74.94,,-66.79,0,3.22,,58769.35,11709.18,28.6064,-80.71967,,,,,,,,,,,,0.03,1097.71,
72.68,1011.7,0.01,9.73,0,,0.08,74.79,,-66.8,0,3.21,,59750.38,11972.17,28.60635,-80.72236,,,,,,,,,,,,0.02,1086.52,
73.7,1002.14,0.01,9.72,0,,0.08,74.64,,-66.81,0,3.2,,60740.99,12240.45,28.60631,-80.72511,,,,,,,,,,,,0.02,1075.13,
74.7,992.79,0.01,9.71,0,,0.08,74.49,,-66.82,0,3.19,,61702.36,12503.48,28.60626,-80.72781,,,,,,,,,,,,0.02,1063.94,
75.72,983.27,0.01,9.7,0,,0.08,74.33,,-66.83,0,3.18,,62672.95,12771.79,28.60621,-80.73055,,,,,,,,,,,,0.02,1052.49,
76.74,973.77,0.01,9.69,0,,0.08,74.17,,-66.84,0,3.17,,63633.45,13040.13,28.60616,-80.7333,,,,,,,,,,,,0.01,1041.01,
77.74,964.47,0.01,9.68,0,,0.08,74.01,,-66.85,0.01,3.16,,64565.32,13303.23,28.60612,-80.736,,,,,,,,,,,,0.01,1029.73,
78.76,955,0.01,9.67,0,,0.08,73.85,,-66.85,0.01,3.14,,65505.85,13571.61,28.60607,-80.73874,,,,,,,,,,,,0.01,1018.3,
79.76,945.73,0.01,9.66,0,,0.08,73.69,,-66.86,0.01,3.13,,66418.17,13834.76,28.60602,-80.74144,,,,,,,,,,,,0.01,1007.22,
80.76,936.47,0.01,9.66,0,,0.08,73.52,,-66.87,0.01,3.12,,67320.81,14097.93,28.60597,-80.74414,,,,,,,,,,,,0.01,996.2,
81.78,927.05,0,9.65,0,,0.08,73.34,,-66.88,0.01,3.11,,68231.56,14366.39,28.60592,-80.74688,,,,,,,,,,,,0.01,984.98,
82.8,917.64,0,9.64,0,,0.08,73.17,,-66.89,0.01,3.1,,69132.26,14634.89,28.60588,-80.74963,,,,,,,,,,,,0.01,973.73,
83.8,908.44,0,9.64,0,,0.08,72.99,,-66.9,0.01,3.09,,70005.56,14898.14,28.60583,-80.75233,,,,,,,,,,,,0.01,962.64,
84.8,899.24,0,9.63,0,,0.08,72.81,,-66.91,0.01,3.07,,70869.21,15161.42,28.60578,-80.75503,,,,,,,,,,,,0,951.44,
85.82,889.88,0,9.63,0,,0.08,72.63,,-66.92,0.02,3.06,,71740.21,15429.99,28.60573,-80.75778,,,,,,,,,,,,0,939.89,
86.82,880.71,0,9.62,0,,0.08,72.44,,-66.92,0.02,3.04,,72584.4,15693.33,28.60569,-80.76047,,,,,,,,,,,,0,928.42,
87.82,871.56,0,9.62,0,,0.08,72.25,,-66.93,0.02,3.02,,73418.96,15956.7,28.60564,-80.76317,,,,,,,,,,,,0,916.81,
88.84,862.24,0,9.62,0,,0.08,72.06,,-66.94,0.03,3,,74260.3,16225.36,28.60559,-80.76592,,,,,,,,,,,,0,904.98,
89.84,853.12,0,9.61,0,,0.08,71.86,,-66.95,0.03,2.98,,75075.42,16488.78,28.60554,-80.76862,,,,,,,,,,,,0,893.39,
90.84,844.01,0,9.61,0,,0.08,71.67,,-66.96,0.03,2.96,,75880.93,16752.22,28.6055,-80.77132,,,,,,,,,,,,0,881.75,
91.84,834.92,0,9.6,0,,0.08,71.47,,-66.97,0.04,2.94,,76676.83,17015.7,28.60545,-80.77402,,,,,,,,,,,,0,870.07,
92.84,825.84,0,9.6,0,,0.08,71.26,,-66.98,0.04,2.91,,77463.11,17279.2,28.6054,-80.77672,,,,,,,,,,,,0,858.4,
93.84,816.77,0,9.6,0,,0.08,71.05,,-66.98,0.05,2.89,,78239.79,17542.73,28.60536,-80.77942,,,,,,,,,,,,0,846.77,
94.84,807.73,0,9.59,0,,0.08,70.84,,-66.99,0.05,2.86,,79006.88,17806.29,28.60531,-80.78211,,,,,,,,,,,,0,835.21,
95.84,798.7,0,9.59,0,,0.08,70.63,,-67,0.06,2.84,,79764.36,18069.88,28.60526,-80.78481,,,,,,,,,,,,0,823.75,
96.84,789.68,0,9.59,0,,0.08,70.42,,-67.01,0.07,2.81,,80512.25,18333.49,28.60521,-80.78751,,,,,,,,,,,,0,812.4,
97.84,780.68,0,9.58,0,,0.08,70.2,,-67.02,0.08,2.78,,81250.55,18597.13,28.60517,-80.79021,,,,,,,,,,,,0,801.2,
98.86,771.52,0,9.58,0,,0.08,69.97,,-67.03,0.09,2.75,,81993.74,18866.07,28.60512,-80.79297,,,,,,,,,,,,0,789.92,
99.88,762.38,0,9.57,0,,0.08,69.74,,-67.03,0.1,2.72,,82726.95,19135.04,28.60507,-80.79572,,,,,,,,,,,,0,778.8,
100.9,753.26,0,9.57,0,,0.08,69.51,,-67.04,0.11,2.69,,83450.21,19404.04,28.60502,-80.79848,,,,,,,,,,,,0,767.85,
101.9,744.34,0,9.57,0,,0.08,69.28,,-67.05,0.13,2.67,,84149.6,19667.79,28.60498,-80.80118,,,,,,,,,,,,0,757.28,
102.92,735.25,0,9.57,0,,0.08,69.04,,-67.06,0.14,2.64,,84853.12,19936.85,28.60493,-80.80393,,,,,,,,,,,,0,746.66,
103.92,726.36,0,9.56,0,,0.08,68.81,,-67.07,0.16,2.61,,85533.18,20200.65,28.60488,-80.80664,,,,,,,,,,,,0,736.41,
104.92,717.5,0,9.56,0,,0.08,68.57,,-67.08,0.18,2.58,,86203.67,20464.48,28.60483,-80.80934,,,,,,,,,,,,0,726.3,
105.92,708.65,0,9.56,0,,0.08,68.33,,-67.09,0.2,2.55,,86864.6,20728.34,28.60479,-80.81204,,,,,,,,,,,,0,716.32,
106.92,699.82,0,9.56,0,,0.08,68.09,,-67.09,0.22,2.52,,87515.96,20992.22,28.60474,-80.81474,,,,,,,,,,,,0,706.47,
107.92,691.02,0,9.55,0,,0.08,67.84,,-67.1,0.25,2.49,,88157.75,21256.13,28.60469,-80.81745,,,,,,,,,,,,0,696.73,
108.92,682.24,0,9.55,0,,0.08,67.6,,-67.11,0.27,2.46,,88789.99,21520.06,28.60464,-80.82015,,,,,,,,,,,,0,687.12,
109.92,673.48,0,9.55,0,,0.08,67.35,,-67.12,0.3,2.43,,89412.68,21784.02,28.6046,-80.82285,,,,,,,,,,,,0,677.63,
110.92,664.75,0,9.55,0,,0.08,67.09,,-67.13,0.33,2.4,,90025.81,22048,28.60455,-80.82556,,,,,,,,,,,,0,668.25,
111.92,656.03,0,9.54,0,,0.08,66.84,,-67.14,0.36,2.37,,90629.39,22312.01,28.6045,-80.82826,,,,,,,,,,,,0,659,
112.92,647.35,0,9.54,0,,0.08,66.58,,-67.14,0.4,2.34,,91223.41,22576.04,28.60446,-80.83096,,,,,,,,,,,,0,649.84,
113.92,638.69,0,9.54,0,,0.08,66.33,,-67.15,0.44,2.31,,91807.89,22840.09,28.60441,-80.83367,,,,,,,,,,,,0,640.79,
114.94,629.89,0,9.54,0,,0.08,66.06,,-67.16,0.48,2.28,,92394.23,23109.45,28.60436,-80.83643,,,,,,,,,,,,0,631.66,
115.96,621.11,0,9.54,0,,0.08,65.79,,-67.17,0.53,2.24,,92970.64,23378.83,28.60431,-80.83919,,,,,,,,,,,,0,622.61,
116.96,612.54,0,9.53,0,,0.08,65.53,,-67.18,0.58,2.21,,93526.11,23642.96,28.60426,-80.84189,,,,,,,,,,,,0,613.84,
117.96,604,0,9.53,0,,0.08,65.27,,-67.19,0.63,2.18,,94072.03,23907.11,28.60422,-80.8446,,,,,,,,,,,,0,605.15,
118.98,595.32,0,9.53,0,,0.08,64.99,,-67.19,0.68,2.14,,94619.06,24176.56,28.60417,-80.84736,,,,,,,,,,,,0,596.36,
120,586.67,0,9.53,0,,0.08,64.72,,-67.2,0.74,2.11,,95156.16,24446.03,28.60412,-80.85012,,,,,,,,,,,,0,587.65,
121,578.23,0,9.53,0,,0.08,64.45,,-67.21,0.81,2.07,,95673.1,24710.25,28.60407,-80.85282,,,,,,,,,,,,0,579.17,
122.02,569.65,0,9.52,0,,0.08,64.17,,-67.22,0.88,2.04,,96190.56,24979.77,28.60402,-80.85558,,,,,,,,,,,,0,570.58,
123.04,561.12,0,9.52,0,,0.08,63.89,,-67.23,0.95,2,,96698.1,25249.31,28.60398,-80.85834,,,,,,,,,,,,0,562.04,
124.04,552.79,0,9.52,0,,0.08,63.62,,-67.24,1.03,1.97,,97186.07,25513.59,28.60393,-80.86105,,,,,,,,,,,,0,553.7,
125.06,544.33,0,9.52,0,,0.08,63.33,,-67.24,1.11,1.93,,97673.98,25783.17,28.60388,-80.86381,,,,,,,,,,,,0,545.24,
126.08,535.92,0,9.52,0,,0.08,63.05,,-67.25,1.2,1.9,,98151.99,26052.77,28.60383,-80.86657,,,,,,,,,,,,0,536.83,
127.1,527.56,0,9.52,0,,0.08,62.77,,-67.26,1.3,1.86,,98620.08,26322.4,28.60378,-80.86933,,,,,,,,,,,,0,528.46,
128.1,519.4,0,9.51,0,,0.08,62.48,,-67.27,1.39,1.83,,99069.38,26586.76,28.60374,-80.87204,,,,,,,,,,,,0,520.3,
129.1,511.3,0,9.51,0,,0.08,62.2,,-67.28,1.5,1.79,,99509.16,26851.13,28.60369,-80.87475,,,,,,,,,,,,0,512.19,
130.1,503.24,0,9.51,0,,0.08,61.92,,-67.28,1.61,1.76,,99939.42,27115.53,28.60364,-80.87745,,,,,,,,,,,,0,504.12,
131.1,495.24,0,9.51,0,,0.08,61.64,,-67.29,1.73,1.72,,100360.16,27379.94,28.60359,-80.88016,,,,,,,,,,,,0,496.11,
132.1,487.29,0,9.51,0,,0.08,61.35,,-67.3,1.85,1.69,,100771.39,27644.37,28.60355,-80.88287,,,,,,,,,,,,0,488.16,
133.1,479.4,0,9.51,0,,0.08,61.06,,-67.31,1.99,1.66,,101173.1,27908.82,28.6035,-80.88558,,,,,,,,,,,,0,480.26,
134.12,471.41,0,9.51,0,,0.08,60.77,,-67.32,2.13,1.63,,101573.05,28178.57,28.60345,-80.88834,,,,,,,,,,,,0,472.27,
135.14,463.49,0,9.51,0,,0.08,60.47,,-67.32,2.28,1.59,,101963.1,28448.34,28.6034,-80.8911,,,,,,,,,,,,0,464.34,
136.14,455.8,0,9.5,0,,0.08,60.18,,-67.33,2.44,1.56,,102335.89,28712.84,28.60336,-80.89381,,,,,,,,,,,,0,456.64,
137.14,448.17,0,9.5,0,,0.08,59.89,,-67.34,2.6,1.53,,102699.18,28977.35,28.60331,-80.89652,,,,,,,,,,,,0,449.01,
138.14,440.62,0,9.5,0,,0.08,59.6,,-67.35,2.78,1.5,,103052.95,29241.88,28.60326,-80.89923,,,,,,,,,,,,0,441.45,
139.14,433.14,0,9.5,0,,0.08,59.31,,-67.35,2.96,1.47,,103397.22,29506.43,28.60321,-80.90194,,,,,,,,,,,,0,433.96,
140.14,425.75,0,9.5,0,,0.08,59.02,,-67.36,3.16,1.44,,103731.98,29770.99,28.60317,-80.90465,,,,,,,,,,,,0,426.56,
141.14,418.44,0,9.5,0,,0.08,58.72,,-67.37,3.36,1.41,,104057.24,30035.56,28.60312,-80.90736,,,,,,,,,,,,0,419.24,
142.14,411.22,0,9.5,0,,0.08,58.42,,-67.38,3.58,1.38,,104373,30300.15,28.60307,-80.91007,,,,,,,,,,,,0,412.01,
143.16,403.96,0,9.5,0,,0.08,58.12,,-67.39,3.81,1.35,,104685.27,30570.05,28.60302,-80.91283,,,,,,,,,,,,0,404.74,
144.16,396.93,0,9.5,0,,0.08,57.82,,-67.39,4.06,1.33,,104981.83,30834.66,28.60297,-80.91554,,,,,,,,,,,,0,397.7,
145.18,389.88,0,9.49,0,,0.08,57.52,,-67.4,4.32,1.3,,105274.53,31104.58,28.60293,-80.91831,,,,,,,,,,,,0,390.64,
146.2,382.94,0,9.49,0,,0.08,57.22,,-67.41,4.59,1.27,,105557.35,31374.52,28.60288,-80.92107,,,,,,,,,,,,0,383.68,
147.22,376.13,0,9.49,0,,0.08,56.91,,-67.42,4.88,1.24,,105830.28,31644.47,28.60283,-80.92384,,,,,,,,,,,,0,376.85,
148.24,369.44,0,9.49,0,,0.08,56.6,,-67.42,5.19,1.22,,106093.33,31914.43,28.60278,-80.9266,,,,,,,,,,,,0,370.15,
149.24,363.01,0,9.49,0,,0.08,56.3,,-67.43,5.5,1.19,,106341.63,32179.1,28.60273,-80.92931,,,,,,,,,,,,0,363.71,
150.26,356.6,0,9.49,0,,0.08,55.99,,-67.44,5.84,1.17,,106585.11,32449.09,28.60268,-80.93208,,,,,,,,,,,,0,357.28,
151.26,350.46,0,9.49,0,,0.08,55.69,,-67.45,6.2,1.15,,106814.23,32713.79,28.60264,-80.93479,,,,,,,,,,,,0,351.12,
152.26,344.47,0,9.49,0,,0.08,55.38,,-67.45,6.57,1.12,,107033.85,32978.5,28.60259,-80.9375,,,,,,,,,,,,0,345.12,
153.28,338.52,0,9.49,0,,0.08,55.07,,-67.46,6.97,1.1,,107248.08,33248.51,28.60254,-80.94026,,,,,,,,,,,,0,339.15,
154.3,332.75,0,9.49,0,,0.08,54.76,,-67.47,7.39,1.08,,107452.43,33518.53,28.60249,-80.94303,,,,,,,,,,,,0,333.37,
155.32,327.17,0,9.49,0,,0.08,54.45,,-67.48,7.83,1.06,,107646.91,33788.57,28.60244,-80.9458,,,,,,,,,,,,0,327.76,
156.34,321.78,0,9.49,0,,0.08,54.13,,-67.48,8.3,1.04,,107831.5,34058.61,28.60239,-80.94856,,,,,,,,,,,,0,322.35,
157.34,316.69,0,9.49,0,,0.08,53.83,,-67.49,8.78,1.02,,108002.89,34323.36,28.60235,-80.95127,,,,,,,,,,,,0,317.24,
158.36,311.71,0,9.49,0,,0.08,53.51,,-67.5,9.3,1,,108167.93,34593.42,28.6023,-80.95404,,,,,,,,,,,,0,312.24,
159.36,307.05,0,9.49,0,,0.08,53.2,,-67.51,9.84,0.98,,108320.15,34858.19,28.60225,-80.95675,,,,,,,,,,,,0,307.55,
160.36,302.62,0,9.48,0,,0.08,52.89,,-67.51,10.41,0.96,,108462.87,35122.96,28.6022,-80.95946,,,,,,,,,,,,0,303.09,
161.38,298.33,0,9.48,0,,0.08,52.57,,-67.52,11.02,0.95,,108598.68,35393.04,28.60215,-80.96223,,,,,,,,,,,,0,298.78,
162.38,294.38,0,9.48,0,,0.08,52.26,,-67.53,11.65,0.93,,108722.23,35657.83,28.60211,-80.96494,,,,,,,,,,,,0,294.81,
163.4,290.62,0,9.48,0,,0.08,51.94,,-67.54,12.33,0.92,,108838.48,35927.92,28.60206,-80.9677,,,,,,,,,,,,0,291.01,
164.4,287.2,0,9.48,0,,0.08,51.63,,-67.54,13.03,0.91,,108942.86,36192.72,28.60201,-80.97042,,,,,,,,,,,,0,287.56,
165.4,284.05,0,9.48,0,,0.08,51.31,,-67.55,13.77,0.9,,109037.76,36457.52,28.60196,-80.97313,,,,,,,,,,,,0,284.38,
166.4,281.18,0,9.48,0,,0.08,51,,-67.56,14.54,0.89,,109123.16,36722.33,28.60191,-80.97584,,,,,,,,,,,,0,281.48,
167.4,278.61,0,9.48,0,,0.08,50.68,,-67.57,15.36,0.88,,109199.08,36987.14,28.60187,-80.97855,,,,,,,,,,,,0,278.88,
