TIME;ALT;LAT;LON;MASS;DYNPRESS;BEARING;HEADING;VERTSPEED;GROUNDSPEED;ANGMOMX;ANGMOMY;ANGMOMZ;ANGVELX;ANGVELY;ANGVELZ;MACH;TEMP_K;AIRDENS;PRESS_PA;THRUST;ACCX;ACCY;ACCZ;SENSORSPRES;SENSORSTEMP;GRAVX;GRAVY;GRAVZ;MACH_FERRAM;CL_FERRAM;CD_FERRAM;Q_FERRAM;REFAREA_FERRAM;AOA_FERRAM;AOS_FERRAM;AEROFORCE_X_FERRAM;AEROFORCE_Y_FERRAM;AEROFORCE_Z_FERRAM
00:00:00;97.4737390512601;28.6083908081055;-80.5997543334961;0.302834868431091;3.63662176993747E-12;87.0573425292969;-9.7250381259073E-07;0.477163940635009;0.0371216507351281;-9.53827548073605E-05;-2.36770556512056E-05;0.00379837607033551;-0.00134863809216768;0.00185975839849561;-0.000469692109618336;0.00578131382655437;282.250701904297;1.23625032375314;100163.864135742;26.0283126831055;1.01354171522634;0.574977885226467;0.262514728927101;100.194046020508;293.503834749577;-8.12236623170837;-4.70199248151278;-2.88961043535884;2.29212023957694E-06;0;0;3.69179514613645E-10;0.115940623120004;5.86487617796814;10.8856591564081;0;0;0
00:00:01;140.803596610203;28.6083908081055;-80.5998001098633;0.288783192634583;0.0305713364049843;87.7832107543945;3.89001525036292E-06;80.4184065288068;8.20781591430117;0.00271818158216774;-0.0239960234612226;0.0144952656701207;-0.298862278461456;-0.157436296343803;-0.0687787607312202;0.244682877251477;282.136291503906;1.23042510922217;99651.481628418;26.0398550033569;66.1241264210916;36.8762721867046;14.2196408262183;99.6988906860352;293.509808823028;-8.12225780970275;-4.70192877146269;-2.88956494824158;0.210679042144498;0.00165990554112409;0.00395111028258091;2.96706617400154;0.115940623120004;-0.00339228615743079;0.0305148153796836;-0.00108730350621045;-0.00105255749076605;0.000383585196686909
00:00:02;270.98178375978;28.6083965301514;-80.5999450683594;0.274731487035751;0.141064046648653;88.249397277832;4.86252019982203E-06;164.277337709154;18.2996036480393;0.00549989100545645;-0.0413623489439487;0.00895473640412092;-0.530233681201935;-0.289027780294418;-0.117294378578663;0.496043394946997;281.779571533203;1.21312270444203;98125.9460449219;26.0745487213135;69.5962581537072;38.6229223858466;14.2864942499218;98.1920318603516;293.514171206292;-8.12193282561468;-4.70173728982429;-2.88942634605993;0.456015213573577;0.00191540482911001;0.00307019482341516;14.0027001897397;0.115940623120004;0.0080914896818468;-0.00101265579422728;-0.00539938965812325;-0.0022413688711822;0.00383059238083661
00:00:03;492.073897556402;28.6084022521973;-80.6002044677734;0.260679811239243;0.336491755717379;88.5281372070313;-9.72503926277568E-07;251.700729347725;29.3501352732146;0.00568101415410638;-0.0550712421536446;0.000771057500969619;-0.707101762294769;-0.389717876911163;-0.150770887732506;0.758913722131946;281.129760742188;1.18440215020989;95581.8939208984;26.1282043457031;72.3534082697571;40.0261810569593;14.5018287701072;95.6661529541016;293.51375695449;-8.12138175078328;-4.70141195154731;-2.88918889805109;0.713538391981251;0.00143924424699016;0.026122049467774;33.6438360554721;0.115940623120004;0.0114910854905171;-0.000173267222924534;-0.0912056490778923;-0.0442159250378609;-0.0131446337327361
00:00:04;806.596828917973;28.6084117889404;-80.6005859375;0.246628120541573;0.606837002455733;88.2733764648438;1.94500830730249E-06;339.493674093828;40.6758002103183;0.00168671470601112;-0.0743419677019119;-0.00511365989223123;-0.966190278530121;-0.53429788351059;-0.201041698455811;1.02379920908393;280.113616943359;1.14492294232881;92061.9354248047;26.1931648254395;70.9075375747645;39.540706246928;13.9801954511102;92.1626052856445;293.515682281923;-8.12059855833138;-4.70094913619039;-2.88884937477093;0.976265499406276;0.00113469492867933;0.0663882695078928;60.9276152712584;0.115940623120004;0.01797222736548;-0.00241399266684184;-0.406915038824081;-0.219622477889061;-0.078631192445755
00:00:05;1207.40171575453;28.6084251403809;-80.6010818481445;0.232576429843903;0.879709650753822;87.7345352172852;3.89001661460497E-06;413.449738770622;50.913871421198;-0.00472427252680063;-0.0790922045707703;-0.00492245564237237;-1.04448807239532;-0.577727496623993;-0.213286995887756;1.24889439985939;278.670928955078;1.09681119979313;87739.0975952148;26.2586736679077;58.3429561476411;32.8669405972582;10.5982838774068;87.85107421875;293.702581032035;-8.11960104864041;-4.70035995973017;-2.88841493909739;1.20394161462117;0.00122454124529686;0.0790914486083896;88.6184881974165;0.115940623120004;0.016403536614252;-0.0030115495929128;-0.70321261882782;-0.379090368747711;-0.149349480867386
00:00:06;1686.42063962203;28.6084480285645;-80.6016998291016;0.218524739146233;1.18352281054448;87.6917114257813;-1.94500853467616E-06;490.509769020355;62.5759968661884;-0.00609627040103078;-0.0861935764551163;0.00125893473159522;-1.14773654937744;-0.635235011577606;-0.229773551225662;1.48732921198523;276.745208740234;1.0422993463465;82802.2613525391;26.3152561187744;66.1150675759409;36.5054581005978;11.2195284800304;82.9240417480469;294.147290926999;-8.1184097096184;-4.69965669719566;-2.88789299379922;1.43733291725679;0.00154312781411156;0.111651307608296;119.284563395886;0.115940623120004;0.0163490601838053;-0.00448009758887283;-1.322509765625;-0.744268894195557;-0.286077320575714
00:00:08;2729.6662833048;28.608491897583;-80.6030960083008;0.167060106992722;0.984510358732383;88.1146240234375;9.72504722085432E-07;461.252994688164;61.8502672678304;0.00139145704451948;-0.0168316476047039;0.00182277814019471;-0.299504816532135;-0.162729814648628;-0.0573331490159035;1.40767431716571;271.887359619141;0.933656643147971;72869.5068359375;4.55438327789307;-25.2048006069854;-14.2306259927771;-6.19655277486835;72.9720230102539;295.881837578811;-8.11581942184691;-4.69812490091973;-2.88674834314144;1.39746596008535;0.000387915589800503;0.113905264155523;100.114388706492;0.0569207346897531;0.000800257192306096;-0.00148052114697479;-0.55782675743103;-0.3136205971241;-0.108696766197681
00:00:09;3216.77256410196;28.6085109710693;-80.6037750244141;0.164945304393768;0.913148123713955;88.1514587402344;9.72504722085432E-07;458.102265655507;62.8701396163461;0.00154853460844606;-0.00826680939644575;0.00163605494890362;-0.147844538092613;-0.078599639236927;-0.0281084962189198;1.40528063790175;269.354339599609;0.887130219125954;68593.1854248047;4.55549955368042;-1.78944788723439;-1.23146269132723;-1.69501659392197;68.6900024414063;296.7470413328;-8.11461165967946;-4.69740978908246;-2.88621082446175;1.38718101318383;0.000379673417298212;0.112330816548855;92.6326561076971;0.0569207346897531;0.00110723509204106;-0.00134226380241544;-0.509421527385712;-0.286321103572845;-0.0965838059782982
00:00:10;3701.26303390227;28.6085300445557;-80.6044616699219;0.162830501794815;0.861049740417318;88.1809997558594;0;456.281073666891;64.093580611118;0.00181097886525095;-0.00422712322324514;0.00144026696216315;-0.0763572528958321;-0.038838904350996;-0.0143185742199421;1.4073424933769;266.697387695313;0.843187691075053;64552.4368286133;4.55527257919312;-0.71127425584731;-0.634748896864447;-1.51582968618163;64.6441116333008;297.523179335367;-8.11341144047778;-4.69669869644702;-2.88567408415671;1.38854167981446;0.000393678954971056;0.113106097683746;87.3379729605433;0.0569207346897531;0.0012954118271404;-0.00124212695091973;-0.48405596613884;-0.271781295537949;-0.0894721448421478
