Time,Surface Speed (m/s),GForce (g),Acceleration (m/s^2),Thrust (kN),TWR,Mass (t),Pitch (deg),Heading (deg),Roll (deg),Angle of Attack (deg),Mach number,Altitude from Terrain (m),Altitude from the Sea (m),Downrange Distance (m),Latitude (deg),Longitude (deg),Apoapsis (m),Periapsis (m),Time to Apoapsis (s),Time to Periapsis (s),Inclination (deg),Orbital Velocity (m/s),Gravity (m/s^2),Target Distance (m),Target Speed (m/s),Stage DeltaV (m/s),Vessel DeltaV (m/s),Pressure (kPa),External Temperature (K),
25.16,630.31,2.57,16.33,4.53,,0.08,70.22,,-92.37,0,2.1,,11956.03,3474.55,28.608,-80.63534,,,,,,,,,,,,20.52,628.57,
26.16,601.63,2.49,33.72,0,,0.08,69.91,,-92.37,0,2.04,,12537.03,3684.89,28.60798,-80.63749,,,,,,,,,,,,18.76,605.26,
27.16,570.7,2.11,30.08,0,,0.08,69.57,,-92.36,0,1.95,,13086.34,3887.31,28.60795,-80.63957,,,,,,,,,,,,17.22,573.94,
28.16,543.05,1.8,26.98,0,,0.08,69.21,,-92.36,0,1.86,,13607.05,4082.79,28.60793,-80.64157,,,,,,,,,,,,15.86,545.95,
29.16,518.18,1.53,24.36,0,,0.08,68.82,,-92.36,0,1.78,,14102.02,4272.29,28.60791,-80.64351,,,,,,,,,,,,14.66,520.8,
30.16,495.67,1.31,22.17,0,,0.08,68.41,,-92.36,0,1.71,,14573.66,4456.59,28.60789,-80.6454,,,,,,,,,,,,13.59,498.04,
31.18,474.74,1.11,20.3,0,,0.08,67.97,,-92.36,0,1.65,,15032.78,4639.94,28.60786,-80.64728,,,,,,,,,,,,12.62,476.91,
32.2,455.52,0.95,18.75,0,,0.08,67.5,,-92.36,0,1.59,,15471.51,4819.21,28.60784,-80.64911,,,,,,,,,,,,11.75,457.52,
33.2,438.09,0.82,17.49,0,,0.08,67,,-92.35,0,1.53,,15883.28,4991.5,28.60782,-80.65088,,,,,,,,,,,,10.99,439.95,
34.22,421.48,0.72,16.43,0,,0.08,66.47,,-92.35,0,1.47,,16285.78,5164.12,28.6078,-80.65265,,,,,,,,,,,,10.29,423.22,
35.22,406.15,0.63,15.59,0,,0.08,65.92,,-92.35,0,1.42,,16664.17,5330.64,28.60778,-80.65435,,,,,,,,,,,,9.67,407.8,
36.22,391.6,0.56,14.93,0,,0.08,65.34,,-92.35,0,1.37,,17027.31,5494.75,28.60776,-80.65603,,,,,,,,,,,,9.11,393.17,
37.24,377.21,0.53,14.62,0,,0.08,64.71,,-92.35,0,1.32,,17382.56,5659.83,28.60774,-80.65772,,,,,,,,,,,,8.6,378.75,
38.24,363.33,0.52,14.48,0,,0.08,64.05,,-92.35,0,1.27,,17716.26,5819.49,28.60772,-80.65936,,,,,,,,,,,,8.14,364.85,
39.24,349.63,0.5,14.33,0,,0.08,63.35,,-92.35,0,1.22,,18035.67,5976.97,28.6077,-80.66097,,,,,,,,,,,,7.73,351.12,
40.26,335.91,0.48,14.08,0,,0.08,62.59,,-92.35,0,1.17,,18346.93,6135.38,28.60769,-80.66259,,,,,,,,,,,,7.34,337.37,
41.26,322.85,0.44,13.71,0,,0.08,61.8,,-92.35,0,1.12,,18638.09,6288.57,28.60767,-80.66416,,,,,,,,,,,,7,324.26,
42.26,310.32,0.39,13.2,0,,0.08,60.95,,-92.35,0,1.08,,18915.78,6439.79,28.60765,-80.66571,,,,,,,,,,,,6.69,311.67,
43.26,298.58,0.31,12.46,0,,0.08,60.04,,-92.35,0,1.04,,19180.53,6589.27,28.60763,-80.66724,,,,,,,,,,,,6.41,299.83,
44.28,287.52,0.23,11.7,0,,0.08,59.05,,-92.35,0,1,,19437.99,6740.29,28.60761,-80.66879,,,,,,,,,,,,6.15,288.67,
45.3,277.27,0.16,11.1,0,,0.08,57.99,,-92.35,0,0.96,,19683.45,6890.23,28.60759,-80.67033,,,,,,,,,,,,5.91,278.34,
46.32,267.65,0.11,10.69,0,,0.08,56.87,,-92.35,0,0.92,,19917.47,7039.38,28.60758,-80.67185,,,,,,,,,,,,5.69,268.66,
47.34,258.44,0.09,10.47,0,,0.08,55.66,,-92.35,0,0.89,,20140.43,7187.94,28.60756,-80.67338,,,,,,,,,,,,5.49,259.42,
48.36,249.51,0.08,10.35,0,,0.08,54.38,,-92.35,0,0.86,,20352.52,7336.02,28.60754,-80.67489,,,,,,,,,,,,5.31,250.46,
49.36,241.02,0.06,10.24,0,,0.08,53.03,,-92.35,0,0.83,,20550.03,7480.78,28.60752,-80.67637,,,,,,,,,,,,5.14,241.94,
50.36,232.76,0.05,10.15,0,,0.08,51.59,,-92.35,0,0.8,,20737.31,7625.2,28.6075,-80.67785,,,,,,,,,,,,4.99,233.66,
51.36,224.75,0.05,10.08,0,,0.08,50.04,,-92.35,0,0.77,,20914.44,7769.3,28.60749,-80.67933,,,,,,,,,,,,4.85,225.62,
52.36,216.98,0.04,10.02,0,,0.08,48.39,,-92.35,0,0.74,,21081.51,7913.14,28.60747,-80.6808,,,,,,,,,,,,4.73,217.82,
53.36,209.47,0.03,9.97,0,,0.08,46.63,,-92.35,0,0.72,,21238.55,8056.73,28.60745,-80.68227,,,,,,,,,,,,4.61,213.68,
54.38,202.07,0.03,9.93,0,,0.08,44.7,,-92.34,0,0.69,,21388.46,8202.98,28.60743,-80.68377,,,,,,,,,,,,4.5,214.04,
55.38,195.11,0.02,9.89,0,,0.08,42.67,,-92.34,0,0.67,,21525.41,8346.17,28.60741,-80.68524,,,,,,,,,,,,4.4,214.37,
56.38,188.44,0.02,9.86,0,,0.08,40.49,,-92.34,0,0.64,,21652.46,8489.2,28.6074,-80.6867,,,,,,,,,,,,4.32,214.67,
57.38,182.09,0.02,9.84,0,,0.08,38.17,,-92.34,0,0.62,,21769.64,8632.07,28.60738,-80.68817,,,,,,,,,,,,4.24,214.94,
58.38,176.08,0.02,9.82,0,,0.08,35.68,,-92.34,0,0.6,,21876.98,8774.8,28.60736,-80.68963,,,,,,,,,,,,4.17,215.18,
59.38,170.45,0.01,9.8,0,,0.08,33.03,,-92.34,0,0.58,,21974.49,8917.4,28.60734,-80.69109,,,,,,,,,,,,4.1,215.4,
60.38,165.23,0.01,9.78,0,,0.08,30.2,,-92.34,0,0.56,,22062.19,9059.89,28.60732,-80.69255,,,,,,,,,,,,4.05,215.6,
61.38,160.45,0.01,9.77,0,,0.08,27.2,,-92.34,0,0.55,,22140.1,9202.27,28.60731,-80.69401,,,,,,,,,,,,4,215.77,
62.38,156.14,0.01,9.76,0,,0.08,24.03,,-92.34,0,0.53,,22208.23,9344.54,28.60729,-80.69546,,,,,,,,,,,,3.95,215.93,
63.38,152.35,0.01,9.75,0,,0.08,20.69,,-92.34,0,0.52,,22266.57,9486.72,28.60727,-80.69692,,,,,,,,,,,,3.92,216.05,
64.38,149.11,0.01,9.75,0,,0.08,17.19,,-92.34,0,0.51,,22315.16,9628.8,28.60725,-80.69838,,,,,,,,,,,,3.89,216.16,
65.38,146.46,0.01,9.74,0,,0.08,13.55,,-92.34,0,0.5,,22353.98,9770.8,28.60723,-80.69983,,,,,,,,,,,,3.86,216.25,
66.38,144.42,0.01,9.74,0,,0.08,9.8,,-92.34,0,0.49,,22383.06,9912.7,28.60721,-80.70128,,,,,,,,,,,,3.85,216.31,
67.38,143.02,0.01,9.74,0,,0.08,5.95,,-92.34,0,0.49,,22402.38,10054.52,28.6072,-80.70274,,,,,,,,,,,,3.83,216.35,
68.38,142.27,0.01,9.73,0,,0.08,2.04,,-92.33,0,0.48,,22411.96,10196.25,28.60718,-80.70419,,,,,,,,,,,,3.83,216.38,
69.38,142.19,0.01,9.73,0,,0.08,-1.88,,-92.33,0,0.48,,22411.8,10337.9,28.60716,-80.70564,,,,,,,,,,,,3.83,216.38,
70.4,142.79,0.01,9.73,0,,0.08,-5.88,,-92.33,0,0.48,,22401.6,10482.29,28.60714,-80.70712,,,,,,,,,,,,3.83,216.36,
71.4,144.04,0.01,9.73,0,,0.08,-9.74,,-92.33,0,0.49,,22381.78,10623.77,28.60712,-80.70857,,,,,,,,,,,,3.85,216.31,
72.4,145.93,0.01,9.73,0,,0.08,-13.52,,-92.33,0,0.49,,22352.23,10765.15,28.6071,-80.71002,,,,,,,,,,,,3.86,216.25,
73.4,148.43,0.01,9.72,0,,0.08,-17.18,,-92.32,0,0.5,,22312.95,10906.44,28.60708,-80.71146,,,,,,,,,,,,3.89,216.16,
74.4,151.5,0.01,9.72,0,,0.08,-20.71,,-92.32,0,0.51,,22263.96,11047.64,28.60706,-80.71291,,,,,,,,,,,,3.92,216.06,
75.4,155.12,0.01,9.71,0,,0.08,-24.09,,-92.32,0,0.53,,22205.25,11188.74,28.60705,-80.71435,,,,,,,,,,,,3.95,215.93,
76.4,159.23,0.01,9.7,0,,0.08,-27.3,,-92.32,0,0.54,,22136.84,11329.73,28.60703,-80.7158,,,,,,,,,,,,4,215.78,
77.42,163.91,0.01,9.69,0,,0.08,-30.39,,-92.31,0,0.56,,22057.07,11473.43,28.60701,-80.71727,,,,,,,,,,,,4.05,215.6,
78.42,168.92,0.01,9.68,0,,0.08,-33.25,,-92.31,0,0.57,,21969.09,11614.2,28.60699,-80.71871,,,,,,,,,,,,4.1,215.41,
79.42,174.3,0.01,9.67,0,,0.08,-35.94,,-92.31,0,0.59,,21871.42,11754.83,28.60697,-80.72015,,,,,,,,,,,,4.17,215.19,
80.42,180.03,0.02,9.65,0,,0.08,-38.45,,-92.3,0,0.61,,21764.1,11895.33,28.60695,-80.72159,,,,,,,,,,,,4.24,214.94,
81.42,186.06,0.02,9.63,0,,0.08,-40.81,,-92.3,0,0.63,,21647.14,12035.68,28.60693,-80.72303,,,,,,,,,,,,4.32,214.67,
82.42,192.35,0.02,9.6,0,,0.08,-43.01,,-92.3,0,0.65,,21520.56,12175.87,28.60691,-80.72447,,,,,,,,,,,,4.4,214.38,
83.42,198.88,0.02,9.58,0,,0.08,-45.07,,-92.29,0,0.68,,21384.38,12315.89,28.60689,-80.7259,,,,,,,,,,,,4.5,214.05,
84.42,205.62,0.03,9.54,0,,0.08,-46.99,,-92.29,0,0.7,,21238.63,12455.7,28.60687,-80.72733,,,,,,,,,,,,4.6,213.7,
85.42,212.52,0.03,9.5,0,,0.08,-48.79,,-92.28,0,0.72,,21083.35,12595.31,28.60686,-80.72876,,,,,,,,,,,,4.72,213.33,
86.44,219.72,0.04,9.46,0,,0.08,-50.5,,-92.28,0,0.75,,20915.18,12737.45,28.60684,-80.73022,,,,,,,,,,,,4.85,218.94,
87.44,226.89,0.05,9.4,0,,0.08,-52.07,,-92.28,0,0.77,,20740.77,12876.54,28.60682,-80.73164,,,,,,,,,,,,4.98,226.1,
88.44,234.15,0.05,9.34,0,,0.08,-53.54,,-92.27,0,0.8,,20556.98,13015.33,28.6068,-80.73306,,,,,,,,,,,,5.13,233.35,
89.44,241.48,0.06,9.26,0,,0.08,-54.92,,-92.27,0,0.83,,20363.86,13153.78,28.60678,-80.73448,,,,,,,,,,,,5.29,240.67,
90.44,248.84,0.07,9.18,0,,0.08,-56.22,,-92.26,0,0.85,,20161.51,13291.86,28.60676,-80.7359,,,,,,,,,,,,5.46,248.03,
91.44,256.22,0.08,9.08,0,,0.08,-57.43,,-92.26,0,0.88,,19950,13429.52,28.60674,-80.73731,,,,,,,,,,,,5.65,255.4,
92.46,263.72,0.1,8.96,0,,0.08,-58.6,,-92.25,0,0.91,,19724.94,13569.45,28.60672,-80.73874,,,,,,,,,,,,5.86,262.91,
93.46,271.01,0.12,8.79,0,,0.08,-59.68,,-92.25,0,0.93,,19495.29,13706.1,28.6067,-80.74014,,,,,,,,,,,,6.08,270.22,
94.46,278.1,0.15,8.5,0,,0.08,-60.69,,-92.24,0,0.96,,19256.93,13842.12,28.60668,-80.74153,,,,,,,,,,,,6.32,277.33,
95.46,284.86,0.19,8.13,0,,0.08,-61.66,,-92.24,0,0.98,,19010.18,13977.35,28.60666,-80.74292,,,,,,,,,,,,6.58,284.14,
96.48,291.35,0.25,7.7,0,,0.08,-62.59,,-92.24,0,1.01,,18750.27,14114.29,28.60664,-80.74432,,,,,,,,,,,,6.86,290.67,
97.48,297.24,0.3,7.24,0,,0.08,-63.46,,-92.23,0,1.03,,18487.86,14247.35,28.60662,-80.74568,,,,,,,,,,,,7.16,296.62,
98.48,302.65,0.36,6.78,0,,0.08,-64.28,,-92.23,0,1.05,,18218.44,14379.01,28.60661,-80.74703,,,,,,,,,,,,7.48,302.08,
99.5,307.68,0.41,6.34,0,,0.08,-65.09,,-92.22,0,1.07,,17936.94,14511.67,28.60659,-80.74839,,,,,,,,,,,,7.83,307.16,
100.5,312.17,0.46,5.94,0,,0.08,-65.84,,-92.22,0,1.08,,17654.89,14639.95,28.60657,-80.7497,,,,,,,,,,,,8.2,311.69,
101.52,316.34,0.51,5.58,0,,0.08,-66.58,,-92.21,0,1.1,,17361.48,14768.82,28.60655,-80.75102,,,,,,,,,,,,8.6,315.9,
102.52,320.08,0.54,5.27,0,,0.08,-67.28,,-92.2,0,1.11,,17068.63,14893.13,28.60653,-80.7523,,,,,,,,,,,,9.03,319.68,
103.54,323.55,0.58,4.97,0,,0.08,-67.96,,-92.2,0,1.12,,16765.02,15017.74,28.60651,-80.75357,,,,,,,,,,,,9.49,323.19,
104.56,326.69,0.62,4.67,0,,0.08,-68.61,,-92.19,0,1.14,,16456.84,15140.05,28.6065,-80.75483,,,,,,,,,,,,9.98,326.37,
105.56,329.43,0.66,4.39,0,,0.08,-69.23,,-92.19,0,1.14,,16150.66,15257.68,28.60648,-80.75603,,,,,,,,,,,,10.49,329.14,
106.58,331.87,0.7,4.1,0,,0.08,-69.84,,-92.18,0,1.15,,15834.6,15375.23,28.60646,-80.75723,,,,,,,,,,,,11.05,331.62,
107.6,333.95,0.74,3.83,0,,0.08,-70.43,,-92.17,0,1.16,,15515.16,15490.26,28.60644,-80.75841,,,,,,,,,,,,11.64,333.74,
108.6,335.62,0.78,3.58,0,,0.08,-70.99,,-92.17,0,1.16,,15199.1,15600.54,28.60643,-80.75954,,,,,,,,,,,,12.25,335.46,
109.62,336.94,0.82,3.35,0,,0.08,-71.54,,-92.16,0,1.16,,14874.19,15710.39,28.60641,-80.76067,,,,,,,,,,,,12.91,336.82,
110.64,337.85,0.87,3.14,0,,0.08,-72.08,,-92.15,0,1.16,,14547.18,15817.52,28.6064,-80.76176,,,,,,,,,,,,13.61,337.78,
111.64,338.34,0.91,2.99,0,,0.08,-72.59,,-92.15,0,1.16,,14224.98,15919.85,28.60638,-80.76281,,,,,,,,,,,,14.33,338.3,
112.66,338.39,0.96,2.88,0,,0.08,-73.09,,-92.14,0,1.16,,13895.16,16021.4,28.60636,-80.76385,,,,,,,,,,,,15.1,338.4,
113.68,337.99,1.01,2.85,0,,0.08,-73.58,,-92.13,0,1.15,,13564.64,16120.05,28.60635,-80.76486,,,,,,,,,,,,15.92,338.06,
114.68,337.16,1.05,2.89,0,,0.08,-74.05,,-92.13,0,1.15,,13240.39,16213.88,28.60633,-80.76582,,,,,,,,,,,,16.75,337.27,
115.7,335.86,1.1,3,0,,0.08,-74.52,,-92.12,0,1.14,,12909.94,16306.59,28.60632,-80.76677,,,,,,,,,,,,17.64,336.02,
116.72,334.13,1.15,3.16,0,,0.08,-74.98,,-92.11,0,1.13,,12580.25,16396.25,28.60631,-80.76769,,,,,,,,,,,,18.57,334.33,
117.74,331.98,1.19,3.34,0,,0.08,-75.42,,-92.1,0,1.12,,12251.78,16482.81,28.60629,-80.76858,,,,,,,,,,,,19.54,332.23,
118.74,329.53,1.22,3.52,0,,0.08,-75.85,,-92.09,0,1.1,,11931.35,16564.66,28.60628,-80.76942,,,,,,,,,,,,20.53,329.82,
119.74,326.81,1.25,3.65,0,,0.08,-76.27,,-92.08,0,1.09,,11612.84,16643.52,28.60627,-80.77022,,,,,,,,,,,,21.55,327.12,
120.74,323.98,1.26,3.65,0,,0.08,-76.68,,-92.07,0,1.08,,11296.48,16719.43,28.60626,-80.771,,,,,,,,,,,,22.61,324.29,
121.74,321.2,1.25,3.53,0,,0.08,-77.08,,-92.06,0,1.06,,10982.34,16792.46,28.60624,-80.77175,,,,,,,,,,,,23.71,321.5,
122.74,318.61,1.23,3.32,0,,0.08,-77.48,,-92.05,0,1.05,,10670.33,16862.73,28.60623,-80.77247,,,,,,,,,,,,24.84,318.88,
123.76,316.25,1.2,3.06,0,,0.08,-77.87,,-92.03,0,1.04,,10354.05,16931.68,28.60622,-80.77318,,,,,,,,,,,,26.04,316.49,
124.78,314.2,1.17,2.79,0,,0.08,-78.25,,-92.02,0,1.03,,10039.51,16998.04,28.60621,-80.77386,,,,,,,,,,,,27.27,314.41,
125.8,312.47,1.14,2.55,0,,0.08,-78.63,,-92.01,0,1.01,,9726.43,17061.93,28.6062,-80.77451,,,,,,,,,,,,28.55,312.64,
126.82,311.01,1.11,2.34,0,,0.08,-78.99,,-92,0,1.01,,9414.53,17123.5,28.60619,-80.77514,,,,,,,,,,,,29.87,311.16,
127.84,309.81,1.09,2.16,0,,0.08,-79.35,,-91.98,0,1,,9103.57,17182.85,28.60618,-80.77575,,,,,,,,,,,,31.24,309.93,
128.84,308.83,1.07,2.02,0,,0.08,-79.69,,-91.97,0,0.99,,8799.44,17239.01,28.60617,-80.77632,,,,,,,,,,,,32.63,308.93,
129.84,308.03,1.06,1.9,0,,0.08,-80.01,,-91.95,0,0.98,,8495.85,17293.25,28.60616,-80.77688,,,,,,,,,,,,34.06,308.11,
130.86,307.35,1.05,1.8,0,,0.08,-80.34,,-91.94,0,0.98,,8186.62,17346.67,28.60615,-80.77743,,,,,,,,,,,,35.57,307.41,
131.86,306.79,1.04,1.72,0,,0.08,-80.65,,-91.92,0,0.97,,7883.77,17397.26,28.60614,-80.77794,,,,,,,,,,,,37.11,306.85,
132.88,306.31,1.03,1.64,0,,0.08,-80.96,,-91.91,0,0.96,,7575.11,17447.12,28.60613,-80.77845,,,,,,,,,,,,38.73,306.35,
133.88,305.89,1.03,1.58,0,,0.08,-81.25,,-91.89,0,0.96,,7272.7,17494.35,28.60613,-80.77894,,,,,,,,,,,,40.37,305.93,
134.9,305.49,1.02,1.53,0,,0.08,-81.54,,-91.87,0,0.95,,6964.41,17540.91,28.60612,-80.77942,,,,,,,,,,,,42.1,305.53,
135.9,305.11,1.02,1.48,0,,0.08,-81.82,,-91.85,0,0.95,,6662.32,17585,28.60611,-80.77987,,,,,,,,,,,,43.86,305.16,
136.9,304.74,1.02,1.44,0,,0.08,-82.08,,-91.84,0,0.95,,6360.39,17627.62,28.6061,-80.7803,,,,,,,,,,,,45.67,304.78,
137.92,304.36,1.03,1.4,0,,0.08,-82.35,,-91.82,0,0.94,,6052.61,17669.61,28.60609,-80.78073,,,,,,,,,,,,47.59,304.41,
138.92,303.98,1.03,1.36,0,,0.08,-82.6,,-91.8,0,0.94,,5751.05,17709.38,28.60608,-80.78114,,,,,,,,,,,,49.52,304.03,
139.94,303.58,1.03,1.33,0,,0.08,-82.85,,-91.78,0,0.93,,5443.69,17748.54,28.60608,-80.78154,,,,,,,,,,,,51.56,303.62,
140.96,303.14,1.03,1.3,0,,0.08,-83.09,,-91.76,0,0.93,,5136.59,17786.35,28.60607,-80.78193,,,,,,,,,,,,53.67,303.19,
141.96,302.67,1.04,1.28,0,,0.08,-83.32,,-91.74,0,0.92,,4835.8,17822.12,28.60606,-80.7823,,,,,,,,,,,,55.8,302.73,
142.98,302.14,1.05,1.27,0,,0.08,-83.55,,-91.72,0,0.92,,4529.37,17857.34,28.60606,-80.78266,,,,,,,,,,,,58.05,302.2,
143.98,301.56,1.05,1.27,0,,0.08,-83.76,,-91.69,0,0.91,,4229.36,17890.64,28.60605,-80.783,,,,,,,,,,,,60.32,301.63,
144.98,300.89,1.06,1.28,0,,0.08,-83.97,,-91.67,0,0.91,,3929.86,17922.76,28.60604,-80.78333,,,,,,,,,,,,62.65,300.97,
146,300.09,1.08,1.32,0,,0.08,-84.18,,-91.65,0,0.9,,3624.99,17954.34,28.60603,-80.78365,,,,,,,,,,,,65.11,300.19,
147.02,299.16,1.09,1.39,0,,0.08,-84.38,,-91.62,0,0.9,,3320.88,17984.74,28.60603,-80.78396,,,,,,,,,,,,67.64,299.27,
148.02,298.1,1.11,1.47,0,,0.08,-84.58,,-91.59,0,0.89,,3023.63,18013.43,28.60602,-80.78425,,,,,,,,,,,,70.19,298.22,
149.04,296.89,1.12,1.55,0,,0.08,-84.77,,-91.56,0,0.89,,2721.5,18041.57,28.60602,-80.78454,,,,,,,,,,,,72.87,297.02,
150.06,295.55,1.13,1.62,0,,0.08,-84.95,,-91.53,0,0.88,,2420.57,18068.61,28.60601,-80.78482,,,,,,,,,,,,75.63,295.7,
151.06,294.14,1.14,1.69,0,,0.08,-85.13,,-91.5,0,0.87,,2126.84,18094.07,28.606,-80.78508,,,,,,,,,,,,78.4,294.3,
152.06,292.65,1.15,1.74,0,,0.08,-85.3,,-91.47,0,0.87,,1834.47,18118.53,28.606,-80.78533,,,,,,,,,,,,81.25,292.82,
153.06,291.1,1.15,1.77,0,,0.08,-85.47,,-91.44,0,0.86,,1543.56,18141.99,28.60599,-80.78557,,,,,,,,,,,,84.17,291.27,
154.06,289.5,1.16,1.79,0,,0.08,-85.63,,-91.4,0,0.85,,1254.14,18164.5,28.60599,-80.7858,,,,,,,,,,,,87.16,289.68,
155.06,287.88,1.16,1.8,0,,0.08,-85.79,,-91.36,0,0.84,,966.27,18186.08,28.60598,-80.78602,,,,,,,,,,,,90.23,289.25,
156.08,286.21,1.16,1.81,0,,0.08,-85.94,,-91.32,0,0.84,,674.26,18207.17,28.60597,-80.78624,,,,,,,,,,,,93.44,290.97,
157.1,284.52,1.17,1.81,0,,0.08,-86.1,,-91.28,0,0.83,,383.91,18227.35,28.60597,-80.78645,,,,,,,,,,,,96.73,292.63,
158.12,282.81,1.17,1.82,0,,0.08,-86.24,,-91.24,0,0.82,,95.23,18246.66,28.60596,-80.78664,,,,,,,,,,,,100.1,294.17,
